TARGET_FID,N,9,0;CODCOMM,C,6;TYPE,C,3;LIBQUART,C,32;AREA,N,19,11;PERIMETER,N,19,11;BATIMENTS_,N,9,0;PATRLIB,C,36;CLEFPATR,C,8;CDCOL,C,1;CDPAT,C,5;CDELEM,C,2;CLASS,C,5;SYMBOLE,N,4,0;SHAPE_Leng,N,19,11;SHAPE_Area,N,19,11
343;340172;D;HOPITAUX-FACULTES;0;0;0;CIHEA;;;;;BT;104;136,291726964;682,730200067
344;340172;L;HOPITAUX-FACULTES;0;0;0;CIHEA;;;;;BT;104;20,9238928359;21,1074285057
430;340172;L;HOPITAUX-FACULTES;0;0;0;CIHEA;;;;;BT;104;30,8731185106;49,3376999898
447;340172;D;HOPITAUX-FACULTES;0;0;0;CIHEA;;;;;BT;104;63,9656687798;238,546000077
448;340172;L;HOPITAUX-FACULTES;1534,41376925;258,335429395;1375;CIHEA;99999999;0;00000;0;BT;104;35,5943657379;33,4351999395
453;340172;D;HOPITAUX-FACULTES;0;0;0;CIHEA;;;;;BT;104;34,3354217455;67,430899983
458;340172;D;HOPITAUX-FACULTES;0;0;0;CIHEA;;;;;BT;104;97,2160249321;299,883200171
462;340172;L;HOPITAUX-FACULTES;0;0;0;CIHEA;;;;;BT;104;91,2052085409;71,1003499365
476;340172;D;HOPITAUX-FACULTES;1534,41376925;258,335429395;1375;CIHEA;99999999;0;00000;0;BT;104;260,464848577;1504,24939993
479;340172;D;HOPITAUX-FACULTES;0;0;0;CIHEA;;;;;BT;104;107,82059733;334,11757351
488;340172;D;HOPITAUX-FACULTES;0;0;0;CIHEA;;;;;BT;104;115,49704733;363,564900003
497;340172;L;HOPITAUX-FACULTES;3891,48903438;296,064188774;1372;Musée Agropolis;99999999;0;00000;0;BT;104;33,4589391887;63,8519500209
499;340172;D;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;18,6707042102;5,6008500029
504;340172;L;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;18,3465883766;10,9398459075
505;340172;L;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;21,5237072315;9,2252990076
506;340172;D;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;4,9761420569;0,9714894992
512;340172;L;HOPITAUX-FACULTES;3486,28132176;475,265467214;1374;Lycée Frederic Bazille;70009600;7;00096;00;BT;104;24,1205888708;18,471300022
518;340172;D;HOPITAUX-FACULTES;3486,28132176;475,265467214;1374;Lycée Frederic Bazille;70009600;7;00096;00;BT;104;472,966576484;3470,45640017
531;340172;D;HOPITAUX-FACULTES;3891,48903438;296,064188774;1372;Musée Agropolis;99999999;0;00000;0;BT;104;8,9563980194;4,7734000026
534;340172;D;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;560,423914728;4637,47998508
536;340172;D;HOPITAUX-FACULTES;3891,48903438;296,064188774;1372;Musée Agropolis;99999999;0;00000;0;BT;104;306,360090908;3683,5667999
539;340172;L;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;20,6225172504;26,4552499975
543;340172;L;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;27,757437608;31,138499978
545;340172;D;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;40,0823249438;17,0430420087
547;340172;L;HOPITAUX-FACULTES;3891,48903438;296,064188774;1372;Musée Agropolis;99999999;0;00000;0;BT;104;64,399272517;110,79815002
550;340172;L;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;62,2301954948;128,431369959
553;340172;L;HOPITAUX-FACULTES;3891,48903438;296,064188774;1372;Musée Agropolis;99999999;0;00000;0;BT;104;25,0239712201;36,693449998
556;340172;L;HOPITAUX-FACULTES;3891,48903438;296,064188774;1372;Musée Agropolis;99999999;0;00000;0;BT;104;11,9435717784;8,8607999932
561;340172;D;HOPITAUX-FACULTES;0;0;0;E.N.G.R.E.F;;;;;BT;104;45,8161667764;113,130249937
564;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,2533713285;36,6088500117
565;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;24,8343724919;35,3916000106
566;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,7194794776;37,9517000249
567;340172;L;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;41,1574179222;95,555850011
568;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,3157733156;36,5282000259
569;340172;D;HOPITAUX-FACULTES;24,3425624911;18,8923851294;1371;E.N.G.R.E.F;70012300;7;00123;00;BT;104;122,090212544;560,060049994
570;340172;D;HOPITAUX-FACULTES;0;0;0;E.N.G.R.E.F;;;;;BT;104;27,3860696494;38,3130000222
573;340172;D;HOPITAUX-FACULTES;1557,31002494;223,803127142;1363;C.E.E.M.A.T;99999999;;;;BT;104;64,1389324345;231,234350002
574;340172;D;HOPITAUX-FACULTES;336,949124989;94,1989015101;1361;Parc Zoologique Henry de Lunaret;;;;;BC;109;89,2380018899;256,505850021
576;340172;L;HOPITAUX-FACULTES;341,687100028;85,8718543116;1358;Crèche Agropolis;00020300;0;00203;00;BC;109;54,0361934522;39,762149989
577;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,4840613263;36,9548999932
578;340172;D;HOPITAUX-FACULTES;0;0;0;;;;;;BC;109;55,4605292729;147,184749965
579;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;18,6534258902;19,1867000087
580;340172;D;HOPITAUX-FACULTES;522,030818884;125,885636062;1376;Base de pleine nature Lavalette;70001600;7;00016;00;BC;109;96,4435265664;403,219500111
581;340172;L;HOPITAUX-FACULTES;111,998184305;53,1098596992;1367;C.E.E.M.A.T;99999999;;;;BT;104;53,1850699072;112,541700055
583;340172;D;HOPITAUX-FACULTES;1329,77990317;163,148090263;1365;C.E.E.M.A.T;99999999;;;;BT;104;163,295893888;1192,4478501
585;340172;D;HOPITAUX-FACULTES;341,687100028;85,8718543116;1358;Crèche Agropolis;00020300;0;00203;00;BC;109;82,8070119291;301,757399996
586;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;9,509682733;5,478050011
587;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;24,8612741672;35,0978500014
588;340172;D;HOPITAUX-FACULTES;0;0;0;;;;;;BC;109;85,2007257501;229,464460014
589;340172;D;HOPITAUX-FACULTES;0;0;0;;;;;;BC;109;54,2661508665;177,459200022
590;340172;L;HOPITAUX-FACULTES;84,9003905136;44,2093431172;1377;Base de pleine nature Lavalette;70001600;7;00016;00;BC;109;44,2394911909;84,9585999778
591;340172;D;HOPITAUX-FACULTES;522,030818884;125,885636062;1376;Base de pleine nature Lavalette;70001600;7;00016;00;BC;109;14,4395839181;12,9868000095
593;340172;L;HOPITAUX-FACULTES;1456,42022805;246,461515649;1368;C.E.E.M.A.T;99999999;;;;BT;104;16,8803091946;17,6717000063
596;340172;L;HOPITAUX-FACULTES;0;0;0;;;;;;BC;109;11,978197883;8,8122374936
598;340172;D;HOPITAUX-FACULTES;1013,1681561;195,676834411;1373;E.N.G.R.E.F;70012300;7;00123;00;BT;104;76,8052723178;307,603500045
599;340172;L;HOPITAUX-FACULTES;1456,42022805;246,461515649;1368;C.E.E.M.A.T;99999999;;;;BT;104;53,7499198709;98,0219999832
601;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;77,3722510493;359,195749963
602;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;27,7917492688;43,416749989
603;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;17,3656847204;18,7956999964
604;340172;D;HOPITAUX-FACULTES;571,981537526;84,8155008773;1344;Tour de Lavalette;00062000;0;00620;00;BC;109;15,5062237536;18,7821999992
605;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;13,371453995;10,494799996
608;340172;D;HOPITAUX-FACULTES;1456,42022805;246,461515649;1368;C.E.E.M.A.T;99999999;;;;BT;104;201,769228902;1341,70545004
609;340172;D;HOPITAUX-FACULTES;1456,42022805;246,461515649;1368;C.E.E.M.A.T;99999999;;;;BT;104;29,0346132027;43,9190999984
612;340172;D;HOPITAUX-FACULTES;524,03596855;136,078080924;1370;C.E.E.M.A.T;99999999;;;;BT;104;136,080298107;524,726900048
613;340172;D;HOPITAUX-FACULTES;203,305509458;79,2561572831;1359;Parc Zoologique Henry de Lunaret;;;;;BC;109;80,7929552152;215,55159996
614;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;22,7005134567;30,0679999881
615;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,1504242309;36,4023500148
617;340172;D;HOPITAUX-FACULTES;190,120399982;70,2924042098;1360;Parc Zoologique Henry de Lunaret;;;;;BC;109;68,3052707545;182,154299989
618;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;24,5709472529;34,7761999847
619;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;24,5614862921;35,0447999681
621;340172;L;HOPITAUX-FACULTES;4976,45097545;328,093192454;1319;Serre Amazonienne;;;;;BC;109;72,6252140771;416,265399987
622;340172;D;HOPITAUX-FACULTES;4976,45097545;328,093192454;1319;Serre Amazonienne;;;;;BC;109;233,100014417;2246,83344549
623;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;73,850507638;279,85599697
624;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;24,7474321455;34,9119000012
625;340172;L;HOPITAUX-FACULTES;0;0;0;;;;;;BC;109;27,0944209157;45,7528000254
626;340172;L;HOPITAUX-FACULTES;4976,45097545;328,093192454;1319;Serre Amazonienne;;;;;BC;109;30,8901061432;47,5403565207
629;340172;D;HOPITAUX-FACULTES;2190,01780616;225,667265389;1369;C.E.E.M.A.T;99999999;0;00000;0;BT;104;250,47373182;2284,28065004
631;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;37,2046159959;64,5464379945
632;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;24,931708162;35,7780000037
633;340172;D;HOPITAUX-FACULTES;0;0;0;;;;;;BC;109;76,8484020477;196,161926519
635;340172;D;HOPITAUX-FACULTES;522,030818884;125,885636062;1376;Base de pleine nature Lavalette;70001600;7;00016;00;BC;109;41,1475668113;106,492899965
636;340172;L;HOPITAUX-FACULTES;498,476068731;120,712617021;1378;Parcs Nationaux de France;;;;;BT;104;15,8822718704;15,0925500129
637;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;23,5783642545;34,7085499746
638;340172;L;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;18,2751671914;13,0103610027
639;340172;L;HOPITAUX-FACULTES;0;0;0;;;;;;BC;109;81,5997445052;59,2268834395
642;340172;L;HOPITAUX-FACULTES;498,476068731;120,712617021;1378;Parcs Nationaux de France;;;;;BT;104;19,2107586665;17,2922500041
643;340172;D;HOPITAUX-FACULTES;196,720949924;63,5724159915;1379;Base de pleine nature Lavalette;70001600;7;00016;00;BC;109;63,551709777;196,841449991
645;340172;L;HOPITAUX-FACULTES;1456,42022805;246,461515649;1368;C.E.E.M.A.T;99999999;;;;BT;104;83,3293126536;269,520949924
650;340172;L;HOPITAUX-FACULTES;498,476068731;120,712617021;1378;Parcs Nationaux de France;;;;;BT;104;18,7070955517;21,7678999879
655;340172;D;HOPITAUX-FACULTES;226,332090682;60,1879968464;1364;C.E.M.A.G.R.E.F;99999999;;;;BT;104;212,402613889;1222,88090014
657;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;27,6087802226;42,4318499881
658;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,3510694727;36,530799992
662;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;23,8889017817;32,1087000167
663;340172;L;HOPITAUX-FACULTES;1329,77990317;163,148090263;1365;C.E.E.M.A.T;99999999;;;;BT;104;24,9311915191;36,0150000228
664;340172;L;HOPITAUX-FACULTES;336,949124989;94,1989015101;1361;Parc Zoologique Henry de Lunaret;;;;;BC;109;24,7031057258;18,5632999687
665;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;130,120782276;796,433450049
667;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,1982533106;36,1610000201
668;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,5171549372;37,2019499799
670;340172;L;HOPITAUX-FACULTES;498,476068731;120,712617021;1378;Parcs Nationaux de France;;;;;BT;104;25,3997997807;36,3391024952
673;340172;D;HOPITAUX-FACULTES;0;0;0;E.N.G.R.E.F;;;;;BT;104;12,7607885905;10,0622000135
675;340172;L;HOPITAUX-FACULTES;1329,77990317;163,148090263;1365;C.E.E.M.A.T;99999999;;;;BT;104;50,0317658297;137,12160004
677;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,0474028096;36,1777500102
679;340172;L;HOPITAUX-FACULTES;399,609515638;100,090162399;1380;Base de pleine nature Lavalette;70001600;7;00016;00;BC;109;25,8780565602;36,5372000023
680;340172;D;HOPITAUX-FACULTES;498,476068731;120,712617021;1378;Parcs Nationaux de France;;;;;BT;104;95,3773242307;414,667845024
685;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;22,9650977668;28,5740000035
686;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,0819884118;36,3748500091
687;340172;D;HOPITAUX-FACULTES;399,609515638;100,090162399;1380;Base de pleine nature Lavalette;70001600;7;00016;00;BC;109;87,2068606565;404,66400008
694;340172;D;HOPITAUX-FACULTES;1557,31002494;223,803127142;1363;C.E.E.M.A.T;99999999;;;;BT;104;180,73022587;1330,67214995
695;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,5102641618;37,2131499969
696;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;25,4884542677;37,0971499955
697;340172;D;HOPITAUX-FACULTES;0;0;0;Parc Zoologique Henry de Lunaret;;;;;BC;109;24,6096356804;33,3925500215
726;340172;D;HOPITAUX-FACULTES;5561,54189102;329,742007932;1311;Usine de traitement des eaux ARAGO;99999999;0;00000;0;BT;104;329,905853251;5566,46784984
748;340172;L;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;13,0441394546;6,6623999989
789;340172;D;HOPITAUX-FACULTES;1038,29341677;158,792080331;1317;Clinique Lavalette;70015300;7;00153;00;BT;104;167,257791943;1095,36899999
846;340172;D;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;41,7587961798;31,6232209836
867;340172;D;HOPITAUX-FACULTES;4985,26823791;563,132897307;1362;I.R.D;99999999;0;00000;0;BT;104;53,7769450296;140,609000052
929;340172;L;HOPITAUX-FACULTES;1038,29341677;158,792080331;1317;Clinique Lavalette;70015300;7;00153;00;BT;104;24,138704238;11,9477500158
1055;340172;L;HOPITAUX-FACULTES;1430,14089056;249,832649119;1339;Ecole maternelle Agrippa d'Aubigné;00028003;0;00280;03;BC;109;30,2937787782;28,2538529928
1065;340172;L;HOPITAUX-FACULTES;1051,02250612;267,528496806;1334;Ecole élémentaire Docteur Calmette;00027904;0;00279;04;BC;109;36,7289585727;51,8600000229
1066;340172;D;HOPITAUX-FACULTES;217,941624959;72,2480473779;1332;Ecole élémentaire Docteur Calmette;00027904;0;00279;04;BC;109;54,9676130653;174,845250034
1074;340172;L;HOPITAUX-FACULTES;0;0;0;Ecole élémentaire Docteur Calmette;;;;;BC;109;31,8691260093;46,4981500123
1095;340172;D;HOPITAUX-FACULTES;1430,14089056;249,832649119;1339;Ecole maternelle Agrippa d'Aubigné;00028003;0;00280;03;BC;109;41,6057682369;108,28679997
1099;340172;L;HOPITAUX-FACULTES;1051,02250612;267,528496806;1334;Ecole élémentaire Docteur Calmette;00027904;0;00279;04;BC;109;44,5338955709;50,547099971
1108;340172;L;HOPITAUX-FACULTES;1430,14089056;249,832649119;1339;Ecole maternelle Agrippa d'Aubigné;00028003;0;00280;03;BC;109;16,8256754532;11,451399987
1113;340172;D;HOPITAUX-FACULTES;1574,5989535;273,372459195;1330;C.H.U Bellevue;70016000;7;00160;00;BT;104;287,227078312;1578,66309986
1125;340172;L;HOPITAUX-FACULTES;1430,14089056;249,832649119;1339;Ecole maternelle Agrippa d'Aubigné;00028003;0;00280;03;BC;109;17,0372903059;12,8219999943
1149;340172;L;HOPITAUX-FACULTES;1574,5989535;273,372459195;1330;C.H.U Bellevue;70016000;7;00160;00;BT;104;27,8904809964;47,8843499805
1164;340172;D;HOPITAUX-FACULTES;0;0;0;Ecole élémentaire Docteur Calmette;;;;;BC;109;25,0162268947;37,7002000246
1168;340172;D;HOPITAUX-FACULTES;1751,04697467;323,985971863;1324;C.H.U Bellevue;70016000;7;00160;00;BT;104;324,31354645;1751,97054997
1188;340172;D;HOPITAUX-FACULTES;1051,02250612;267,528496806;1334;Ecole élémentaire Docteur Calmette;00027904;0;00279;04;BC;109;265,425970936;953,824050054
1202;340172;D;HOPITAUX-FACULTES;1430,14089056;249,832649119;1339;Ecole maternelle Agrippa d'Aubigné;00028003;0;00280;03;BC;109;118,147357996;554,554800007
1209;340172;L;HOPITAUX-FACULTES;1051,02250612;267,528496806;1334;Ecole élémentaire Docteur Calmette;00027904;0;00279;04;BC;109;36,8865303417;45,751399985
1210;340172;D;HOPITAUX-FACULTES;217,941624959;72,2480473779;1332;Ecole élémentaire Docteur Calmette;00027904;0;00279;04;BC;109;72,2547488009;218,608999903
1219;340172;D;HOPITAUX-FACULTES;0;0;0;Ecole élémentaire Docteur Calmette;;;;;BC;109;18,2602601482;19,5811000135
1221;340172;D;HOPITAUX-FACULTES;1430,14089056;249,832649119;1339;Ecole maternelle Agrippa d'Aubigné;00028003;0;00280;03;BC;109;118,877063531;552,27214998
1222;340172;D;HOPITAUX-FACULTES;1430,14089056;249,832649119;1339;Ecole maternelle Agrippa d'Aubigné;00028003;0;00280;03;BC;109;53,380959512;210,26665004
1305;340172;D;HOPITAUX-FACULTES;4918,30251668;402,01692994;1322;Complexe sportif;99999999;;;;BT;104;212,515955981;2394,58680286
1355;340172;L;HOPITAUX-FACULTES;1119,24761364;158,746407016;1329;UFR Staps;99999999;0;00000;0;BT;104;31,0202552947;39,7685500159
1375;340172;D;HOPITAUX-FACULTES;4918,30251668;402,01692994;1322;Complexe sportif;99999999;;;;BT;104;311,141787075;5236,01635726
1388;340172;D;HOPITAUX-FACULTES;4918,30251668;402,01692994;1322;Complexe sportif;99999999;;;;BT;104;144,263843658;848,209300074
1398;340172;D;HOPITAUX-FACULTES;1119,24761364;158,746407016;1329;UFR Staps;99999999;0;00000;0;BT;104;159,150564409;1121,00050003
1400;340172;D;HOPITAUX-FACULTES;0;0;0;Complexe sportif;;;;;BT;104;57,1081645038;157,378300016
1526;340172;D;HOPITAUX-FACULTES;466,023065672;93,612760409;1260;IUT CREUFOP;70012200;7;00122;00;BT;104;413,844771668;2489,79709991
1560;340172;D;HOPITAUX-FACULTES;406,53063753;81,5209234238;1280;IUT CREUFOP;88888888;0;00000;0;CI;0;303,126052537;2663,51845007
1589;340172;D;HOPITAUX-FACULTES;346,222524961;74,8294796065;1290;IUT CREUFOP;70013700;7;00137;00;BT;104;83,8963697221;385,484900011
1592;340172;D;HOPITAUX-FACULTES;906,484372432;136,512329095;1267;IUT CREUFOP;70012200;7;00122;00;BT;104;136,730928878;911,441600156
1623;340172;D;HOPITAUX-FACULTES;534,228931242;101,914171721;1264;IUT CREUFOP;70013700;7;00137;00;BT;104;101,930199056;534,541899986
1652;340172;D;HOPITAUX-FACULTES;653,821831103;108,407432947;1270;IUT CREUFOP;70013700;7;00137;00;BT;104;108,454693309;654,140250021
1678;340172;D;HOPITAUX-FACULTES;1119,87187822;133,86158394;1279;IUT CREUFOP;70013700;7;00137;00;BT;104;133,870697126;1120,02485008
1709;340172;D;HOPITAUX-FACULTES;911,012802742;136,71642895;1282;IUT CREUFOP;70013700;7;00137;00;BT;104;136,81972266;912,954999995
1742;340172;D;HOPITAUX-FACULTES;656,190378009;108,531359859;1283;IUT CREUFOP;70013700;7;00137;00;BT;104;108,586959358;657,081824741
1780;340172;D;HOPITAUX-FACULTES;290,887750024;68,3353288403;1249;IUT CREUFOP;70013700;7;00137;00;BT;104;67,6989197835;285,470200011
1821;340172;D;HOPITAUX-FACULTES;3075,87630956;311,596892551;1272;IUT CREUFOP;70013700;7;00137;00;BT;104;311,791937971;3079,41870006
1861;340172;D;HOPITAUX-FACULTES;1500,7963372;202,048672863;1293;IUT CREUFOP;70013700;7;00137;00;BT;104;202,201972333;1504,2099501
1979;340172;D;HOPITAUX-FACULTES;656,190378009;108,531359859;1283;IUT CREUFOP;70013700;7;00137;00;BT;104;13,0304689458;10,5925635014
2097;340172;D;HOPITAUX-FACULTES;531,423665621;123,075979784;1230;Cité Universitaire la Colombière;70019600;7;00196;00;BT;104;123,098577455;530,098300022
2105;340172;L;HOPITAUX-FACULTES;3003,8925469;341,792692242;1292;Ecole d'Architecture;70012100;7;00121;00;BT;104;39,2653743989;92,0826779802
2117;340172;D;HOPITAUX-FACULTES;530,230603144;122,072188989;1206;Cité Universitaire la Colombière;70019600;7;00196;00;BT;104;121,726297817;530,339199989
2123;340172;D;HOPITAUX-FACULTES;3003,8925469;341,792692242;1292;Ecole d'Architecture;70012100;7;00121;00;BT;104;84,0608481323;303,246700027
2127;340172;D;HOPITAUX-FACULTES;535,301268777;123,748185396;1220;Cité Universitaire la Colombière;70019600;7;00196;00;BT;104;123,475235024;534,748150174
2138;340172;D;HOPITAUX-FACULTES;542,403722031;122,631790676;1201;Cité Universitaire la Colombière;70019600;7;00196;00;BT;104;121,920364979;537,22260002
2140;340172;L;HOPITAUX-FACULTES;3003,8925469;341,792692242;1292;Ecole d'Architecture;70012100;7;00121;00;BT;104;58,4404416263;51,191099984
2147;340172;D;HOPITAUX-FACULTES;426,277099978;85,8723617565;1183;Poste;70022200;7;00222;00;NP;170;140,167355815;803,042350077
2192;340172;D;HOPITAUX-FACULTES;3003,8925469;341,792692242;1292;Ecole d'Architecture;70012100;7;00121;00;BT;104;248,282296395;1045,11381479
2223;340172;D;HOPITAUX-FACULTES;533,589462534;122,123181727;1228;Cité Universitaire la Colombière;70019600;7;00196;00;BT;104;121,783432886;534,589000051
2248;340172;D;HOPITAUX-FACULTES;540,06275621;122,829326845;1210;Cité Universitaire la Colombière;70019600;7;00196;00;BT;104;122,179224297;534,174149994
2294;340172;D;HOPITAUX-FACULTES;3003,8925469;341,792692242;1292;Ecole d'Architecture;70012100;7;00121;00;BT;104;342,107918456;3006,14798348
2355;340172;D;HOPITAUX-FACULTES;1488,61965318;301,218870281;1189;Cité Universitaire la Colombière;70019600;7;00196;00;BT;104;300,402163493;1481,31910007
2362;340172;D;HOPITAUX-FACULTES;855,057584444;166,19313803;1307;CNRS;70006400;7;00064;00;BT;104;133,8801697;721,226907077
2374;340172;D;HOPITAUX-FACULTES;855,057584444;166,19313803;1307;CNRS;70006400;7;00064;00;BT;104;205,321319991;1256,58020362
2380;340172;D;HOPITAUX-FACULTES;2219,96835403;283,649936894;1259;Centre Sportif Univ. Motte Rouge;70000200;7;00002;00;BT;104;10,0759313333;5,3802655
2393;340172;D;HOPITAUX-FACULTES;1219,55066268;239,067607965;1273;Institut d'Hématologie E.Jeanbrau;70019300;7;70193;00;BT;104;40,985463147;90,556100002
2394;340172;D;HOPITAUX-FACULTES;4040,22854726;350,193326338;1294;CNRS;;;;;BT;104;580,619093333;2594,87930021
2397;340172;D;HOPITAUX-FACULTES;391,398362565;112,937369266;1309;CNRS;70006400;7;00064;00;BT;104;126,343649822;440,588550006
2401;340172;D;HOPITAUX-FACULTES;480,707753124;93,841081557;1305;CNRS;70006400;7;00064;00;BT;104;91,459741816;471,279150013
2410;340172;L;HOPITAUX-FACULTES;1219,55066268;239,067607965;1273;Institut d'Hématologie E.Jeanbrau;70019300;7;70193;00;BT;104;12,7484761622;10,0498999981
2411;340172;D;HOPITAUX-FACULTES;696,272837552;111,436570654;1246;Centre Sportif Univ. Motte Rouge;70000200;7;00002;00;BT;104;166,210344192;1208,10089993
2412;340172;D;HOPITAUX-FACULTES;2219,96835403;283,649936894;1259;Centre Sportif Univ. Motte Rouge;70000200;7;00002;00;BT;104;194,410985522;1710,71385128
2424;340172;L;HOPITAUX-FACULTES;3912,16407199;338,559347551;1304;CNRS;;;;;BT;104;37,6167798839;33,5486499665
2426;340172;L;HOPITAUX-FACULTES;1219,55066268;239,067607965;1273;Institut d'Hématologie E.Jeanbrau;70019300;7;70193;00;BT;104;12,3993716919;9,5747000046
2430;340172;D;HOPITAUX-FACULTES;2219,96835403;283,649936894;1259;Centre Sportif Univ. Motte Rouge;70000200;7;00002;00;BT;104;96,1169419104;498,914199986
2431;340172;D;HOPITAUX-FACULTES;1631,90351553;252,18724895;1312;CNRS;70006400;7;00064;00;BT;104;252,231602329;1633,0650499
2443;340172;L;HOPITAUX-FACULTES;3912,16407199;338,559347551;1304;CNRS;;;;;BT;104;68,2296865832;105,83085001
2450;340172;L;HOPITAUX-FACULTES;719,090165448;119,441815779;1266;Institut d'Hématologie E.Jeanbrau;70019300;7;70193;00;BT;104;12,8660200672;10,3133999937
2454;340172;D;HOPITAUX-FACULTES;2072,94199063;200,864172946;1263;Centre Sportif Univ. Motte Rouge;70000200;7;00002;00;BT;104;200,828230607;2074,47345008
2475;340172;L;HOPITAUX-FACULTES;719,090165448;119,441815779;1266;Institut d'Hématologie E.Jeanbrau;70019300;7;70193;00;BT;104;13,6016108682;11,5609499998
2492;340172;L;HOPITAUX-FACULTES;3912,16407199;338,559347551;1304;CNRS;;;;;BT;104;90,8029272421;134,817500005
2500;340172;D;HOPITAUX-FACULTES;4040,22854726;350,193326338;1294;CNRS;;;;;BT;104;43,6839598548;106,705599976
2502;340172;L;HOPITAUX-FACULTES;1219,55066268;239,067607965;1273;Institut d'Hématologie E.Jeanbrau;70019300;7;70193;00;BT;104;13,0140211199;10,4958999937
2526;340172;D;HOPITAUX-FACULTES;4040,22854726;350,193326338;1294;CNRS;;;;;BT;104;47,0830088016;130,588200013
