TARGET_FID,N,9,0;CODCOMM,C,6;TYPE,C,3;LIBQUART,C,32;AREA,N,19,11;PERIMETER,N,19,11;BATIMENTS_,N,9,0;PATRLIB,C,36;CLEFPATR,C,8;CDCOL,C,1;CDPAT,C,5;CDELEM,C,2;CLASS,C,5;SYMBOLE,N,4,0;SHAPE_Leng,N,19,11;SHAPE_Area,N,19,11
14313;340172;L;MONTPELLIER CENTRE;3145,94863104;402,464779774;538;Collège Joffre;70011500;7;00115;00;BT;104;28,5079777512;51,1166999725
14316;340172;L;MONTPELLIER CENTRE;131,585949966;49,9342768647;629;Lycée Joffre;70009700;7;00097;00;BT;104;16,7477262989;16,8862499935
14318;340172;L;MONTPELLIER CENTRE;2559,51985679;275,273690208;605;Lycée Joffre;70009700;7;00097;00;BT;104;12,1295619081;8,8249999968
14319;340172;L;MONTPELLIER CENTRE;3145,94863104;402,464779774;538;Collège Joffre;70011500;7;00115;00;BT;104;56,2076203595;74,9712000099
14320;340172;D;MONTPELLIER CENTRE;1432,0910816;216,62792314;532;Lycée Joffre;70009700;7;00097;00;BT;104;216,72178839;1433,64300009
14324;340172;L;MONTPELLIER CENTRE;2559,51985679;275,273690208;605;Lycée Joffre;70009700;7;00097;00;BT;104;8,1020080636;3,2967999986
14325;340172;D;MONTPELLIER CENTRE;285,18443108;84,2188223828;537;Collège Joffre;70011500;7;00115;00;BT;104;84,6124272776;286,766449902
14327;340172;D;MONTPELLIER CENTRE;3084,3311752;223,908302863;571;Lycée Joffre;88888888;0;00000;0;BT;104;633,268646642;3480,3880004
14329;340172;L;MONTPELLIER CENTRE;2559,51985679;275,273690208;605;Lycée Joffre;70009700;7;00097;00;BT;104;13,3763077426;11,2395500038
14330;340172;D;MONTPELLIER CENTRE;1348,86467493;180,645473732;553;Lycée Joffre;70009700;7;00097;00;BT;104;164,620555939;1253,76605004
14331;340172;D;MONTPELLIER CENTRE;609,259225004;117,887539483;633;E.N.T.P.E;99999999;0;00000;0;BT;104;207,952477019;1176,50982549
14333;340172;L;MONTPELLIER CENTRE;2407,52731561;291,960638623;531;Lycée Joffre;70009900;7;70099;00;BT;104;20,2634655656;24,5676500009
14348;340172;D;MONTPELLIER CENTRE;0;0;0;;;;;;NP;170;57,3551994069;184,063149969
14350;340172;D;MONTPELLIER CENTRE;303,519268683;73,7692638697;620;E.N.T.P.E;99999999;0;00000;0;BT;104;73,8116129944;303,911399982
14351;340172;D;MONTPELLIER CENTRE;629,663978194;100,422612724;670;Ecole élémentaire Jean Mermoz;00032102;0;00321;02;BC;109;188,816577967;1151,06745003
14358;340172;D;MONTPELLIER CENTRE;8978,82895615;1065,63897471;594;Lycée Professionnel Jean Mermoz;70010100;7;00101;00;BT;104;16,211963076;16,0006000082
14360;340172;D;MONTPELLIER CENTRE;289,227231253;98,3709477382;464;Moulin de l'Evèque;00007702;0;00077;02;BC;109;62,7611574533;177,372000002
14366;340172;D;MONTPELLIER CENTRE;1277,75714984;145,205442121;562;Lycée Professionnel Jean Mermoz;70009900;7;70099;00;BT;104;145,228079577;1277,89549982
14369;340172;D;MONTPELLIER CENTRE;289,227231253;98,3709477382;464;Moulin de l'Evèque;00007702;0;00077;02;BC;109;44,3721996771;99,8680000203
14370;340172;D;MONTPELLIER CENTRE;9883,61170004;551,892058522;583;Lycée Jean Mermoz;70009900;7;70099;00;BT;104;523,77734848;9817,72534338
14376;340172;L;MONTPELLIER CENTRE;2407,52731561;291,960638623;531;Lycée Joffre;70009900;7;70099;00;BT;104;14,9671866581;10,618199986
14377;340172;D;MONTPELLIER CENTRE;2407,52731561;291,960638623;531;Lycée Joffre;70009900;7;70099;00;BT;104;325,35809031;2326,50535
14378;340172;D;MONTPELLIER CENTRE;0;0;0;;;;;;NP;170;151,457719648;1395,86110003
14384;340172;D;MONTPELLIER CENTRE;411,499728137;81,6551513651;499;Lycée Professionnel Jean Mermoz;70009900;7;70099;00;BT;104;81,7158423728;411,525349984
14385;340172;L;MONTPELLIER CENTRE;2407,52731561;291,960638623;531;Lycée Joffre;70009900;7;70099;00;BT;104;10,9427335012;6,4065499946
14386;340172;D;MONTPELLIER CENTRE;0;0;0;;;;;;NP;170;111,90646678;526,196449969
14389;340172;L;MONTPELLIER CENTRE;9883,61170004;551,892058522;583;Lycée Jean Mermoz;70009900;7;70099;00;BT;104;39,4287685603;33,1482070245
14392;340172;L;MONTPELLIER CENTRE;2407,52731561;291,960638623;531;Lycée Joffre;70009900;7;70099;00;BT;104;22,9216720933;17,9871499645
14394;340172;D;MONTPELLIER CENTRE;1335,93455947;147,598798619;500;Lycée Professionnel Jean Mermoz;70009900;7;70099;00;BT;104;147,604127907;1336,21324995
14400;340172;D;MONTPELLIER CENTRE;9883,61170004;551,892058522;583;Lycée Jean Mermoz;70009900;7;70099;00;BT;104;13,0872546425;9,8852000001
14401;340172;L;MONTPELLIER CENTRE;9883,61170004;551,892058522;583;Lycée Jean Mermoz;70009900;7;70099;00;BT;104;18,0155506776;13,0234999978
14406;340172;L;MONTPELLIER CENTRE;8978,82895615;1065,63897471;594;Lycée Professionnel Jean Mermoz;70010100;7;00101;00;BT;104;81,0665874317;136,949499989
14407;340172;D;MONTPELLIER CENTRE;634,070093867;108,008745059;568;Lycée Jean Mermoz;70009900;7;70099;00;BT;104;108,125396842;635,670899996
14412;340172;L;MONTPELLIER CENTRE;8978,82895615;1065,63897471;594;Lycée Professionnel Jean Mermoz;70010100;7;00101;00;BT;104;8,0152749489;3,9948499976
14416;340172;D;MONTPELLIER CENTRE;8978,82895615;1065,63897471;594;Lycée Professionnel Jean Mermoz;70010100;7;00101;00;BT;104;47,2578614204;119,740713505
14418;340172;L;MONTPELLIER CENTRE;8978,82895615;1065,63897471;594;Lycée Professionnel Jean Mermoz;70010100;7;00101;00;BT;104;8,3401103402;4,2916499967
14423;340172;D;MONTPELLIER CENTRE;8978,82895615;1065,63897471;594;Lycée Professionnel Jean Mermoz;70010100;7;00101;00;BT;104;364,231310716;2662,7489501
14424;340172;L;MONTPELLIER CENTRE;629,663978194;100,422612724;670;Ecole élémentaire Jean Mermoz;00032102;0;00321;02;BC;109;77,2661521874;241,826800038
14426;340172;D;MONTPELLIER CENTRE;8978,82895615;1065,63897471;594;Lycée Professionnel Jean Mermoz;70010100;7;00101;00;BT;104;679,235860429;6175,80947418
14453;340172;D;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;32,8089500454;66,9247999877
14454;340172;L;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;103,650937529;199,042449977
14463;340172;L;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;29,8897322833;45,4228729727
14464;340172;D;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;32,9041024256;67,596200003
14474;340172;L;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;22,8207786663;16,8942500127
14588;340172;D;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;68,8728579624;193,455900012
14611;340172;D;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;32,5143579018;66,3915500112
14633;340172;D;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;96,4184112459;297,16750005
14654;340172;D;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;68,8908871153;278,62214993
14672;340172;D;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;153,024037321;662,231400118
14691;340172;D;PORT MARIANNE;1447,67075629;345,033929706;510;Ecole élémentaire Painlevé;00039701;0;00397;01;BC;109;73,9764825452;234,787210027
15273;340172;L;PORT MARIANNE;326,787284319;81,7648328582;799;Poste;70022800;7;00228;00;NP;170;12,6445558169;8,8389000009
15325;340172;D;PORT MARIANNE;326,787284319;81,7648328582;799;Poste;70022800;7;00228;00;NP;170;81,8306336192;318,827949976
15347;340172;D;PORT MARIANNE;0;0;0;;;;;;NP;170;136,508064272;1170,81515
15416;340172;D;PORT MARIANNE;1516,66803734;212,208412311;815;Ecole élémentaire Jean Zay;00035401;0;00354;01;BC;109;296,88842034;2244,29304984
15639;340172;D;PORT MARIANNE;345,259731401;92,7580660297;803;;99999999;;;;NP;170;95,1940197286;360,51234995
15665;340172;D;PORT MARIANNE;324,266928111;93,426920729;807;;00021000;0;00210;00;NP;170;96,2497758435;347,470350019
15693;340172;D;PORT MARIANNE;0;0;0;;;;;;NP;170;136,287892992;1160,65944993
15958;340172;D;PORT MARIANNE;0;0;0;Piscine Jean Taris;;;;;BT;104;120,3831218;936,026299949
16001;340172;D;PORT MARIANNE;0;0;0;IBM France;;;;;NP;170;38,3692385028;66,5611020208
16003;340172;L;PORT MARIANNE;0;0;0;IBM France;;;;;NP;170;17,7949377282;19,5315000106
16012;340172;L;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;17,9880067036;19,0532909927
16029;340172;D;PORT MARIANNE;0;0;0;IBM France;;;;;NP;170;38,2057358214;67,5518000151
16040;340172;L;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;15,8212641784;15,3424000141
16073;340172;L;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;12,4138446394;8,421799993
16103;340172;L;PORT MARIANNE;1898,86945315;178,392429403;622;Caserne C.R.S. 56;70004000;7;00040;00;BT;104;92,5278413011;147,641800099
16111;340172;L;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;20,7950715838;24,6935980034
16151;340172;L;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;144,281584776;234,11829998
16159;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;139,02596693;478,571966973
16202;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;173,254582523;726,989540996
16206;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;220,057643378;1571,74684999
16224;340172;D;PORT MARIANNE;0;0;0;IBM France;;;;;NP;170;38,5933636862;68,1653499859
16243;340172;L;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;44,7344247523;47,7725420099
16244;340172;D;PORT MARIANNE;1898,86945315;178,392429403;622;Caserne C.R.S. 56;70004000;7;00040;00;BT;104;63,1464786241;298,115849995
16249;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;79,7781685274;198,276460101
16269;340172;D;PORT MARIANNE;0;0;0;IBM France;;;;;NP;170;38,0811242517;63,9290000153
16280;340172;L;PORT MARIANNE;1898,86945315;178,392429403;622;Caserne C.R.S. 56;70004000;7;00040;00;BT;104;92,9901776904;138,513750052
16289;340172;L;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;45,5247673029;80,9926999744
16293;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;24,0057673029;25,0696000012
16340;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;153,852844845;738,407900013
16367;340172;L;PORT MARIANNE;1898,86945315;178,392429403;622;Caserne C.R.S. 56;70004000;7;00040;00;BT;104;14,6915816023;9,2698000122
16393;340172;D;PORT MARIANNE;0;0;0;IBM France;;;;;NP;170;37,1929415442;61,7490499881
16413;340172;L;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;18,6160165256;14,6353500033
16417;340172;D;PORT MARIANNE;1898,86945315;178,392429403;622;Caserne C.R.S. 56;70004000;7;00040;00;BT;104;279,768190651;2149,78115014
16445;340172;L;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;15,8232488474;15,3405500037
16459;340172;L;PORT MARIANNE;0;0;0;IBM France;;;;;NP;170;19,6783207949;20,4310925214
16499;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;93,7441126781;221,438185078
16521;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;50,1657552911;58,2206999751
16525;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;310,228527226;2087,29888005
16550;340172;D;PORT MARIANNE;0;0;0;Caserne C.R.S. 56;;;;;BT;104;196,551841088;807,54043996
16834;340172;D;PORT MARIANNE;1121,23697509;151,144385276;359;Gymnase Alain le Hetet;00331600;0;03316;00;BC;109;151,242618854;1123,08169994
17515;340172;D;PRES D'ARENE;313,045659246;100,619187373;116;Ecole élémentaire Jean Macé;99999999;;;;BC;109;49,6351644518;149,864299994
17540;340172;D;PRES D'ARENE;313,045659246;100,619187373;116;Ecole élémentaire Jean Macé;99999999;;;;BC;109;12,1348500266;9,0862500145
17571;340172;D;PRES D'ARENE;1337,44984684;155,66544551;107;Salle de sports Henri Ferrari;00018400;0;00184;00;BC;109;155,510262935;1336,61471144
17597;340172;D;PRES D'ARENE;592,240946629;128,969850608;100;Terrain de foot Claude Béal;00018303;0;00183;03;BC;109;90,5048541316;251,371400004
17814;340172;L;PRES D'ARENE;262,995018753;81,227279918;115;Ecole élémentaire Jean Macé;00034501;0;00346;01;BC;109;43,9267334485;44,2709999451
17842;340172;L;PRES D'ARENE;254,075831349;75,1603419705;118;Ecole maternelle Paul Eluard;00034601;0;00346;01;BC;109;45,991205699;50,8212499885
17900;340172;L;PRES D'ARENE;313,045659246;100,619187373;116;Ecole élémentaire Jean Macé;99999999;;;;BC;109;40,6807308199;57,7210499748
17904;340172;L;PRES D'ARENE;1337,44984684;155,66544551;107;Salle de sports Henri Ferrari;00018400;0;00184;00;BC;109;13,9523789765;12,0321065045
17905;340172;L;PRES D'ARENE;592,240946629;128,969850608;100;Terrain de foot Claude Béal;00018303;0;00183;03;BC;109;90,1845931187;243,640600152
17924;340172;D;PRES D'ARENE;262,995018753;81,227279918;115;Ecole élémentaire Jean Macé;00034501;0;00346;01;BC;109;290,99542604;1638,73774999
17948;340172;D;PRES D'ARENE;3077,65511221;301,742156224;92;Médiathèque Federico Garcia Lorca;70244200;7;02442;00;BT;104;281,461321162;1961,71900017
17970;340172;L;PRES D'ARENE;3077,65511221;301,742156224;92;Médiathèque Federico Garcia Lorca;70244200;7;02442;00;BT;104;7,170461869;2,4590999971
17973;340172;L;PRES D'ARENE;351,811140747;177,564371884;89;Médiathèque Federico Garcia Lorca;70244200;7;02442;00;BT;104;201,971600978;1209,79733553
17992;340172;D;PRES D'ARENE;351,811140747;177,564371884;89;Médiathèque Federico Garcia Lorca;70244200;7;02442;00;BT;104;163,773048856;1154,28146283
17998;340172;D;PRES D'ARENE;560,721134615;177,372647059;90;Médiathèque Federico Garcia Lorca;70244200;7;02442;00;BT;104;69,4163904486;273,271950001
18657;340172;D;PRES D'ARENE;0;0;0;Poste de Police Municipale;;;;;BC;109;17,2708242136;16,3752014915
18661;340172;D;PRES D'ARENE;0;0;0;Poste de Police Municipale;;;;;BC;109;134,118996472;738,954544974
18681;340172;L;PRES D'ARENE;0;0;0;;;;;;BC;109;114,43416974;178,312900131
18684;340172;D;PRES D'ARENE;0;0;0;Poste de Police Municipale;;;;;BC;109;17,1963822388;16,1660999792
18743;340172;L;PRES D'ARENE;4589,79854784;282,916432229;172;Hôtel de Ville;;;;;BC;109;56,1452700116;122,895750066
18749;340172;L;PRES D'ARENE;0;0;0;Poste de Police Municipale;;;;;BC;109;76,6717290641;63,9880055113
18778;340172;L;PRES D'ARENE;0;0;0;Hôtel;;;;;NP;170;62,7899501646;84,2977000194
18786;340172;D;PRES D'ARENE;0;0;0;Poste de Police Municipale;;;;;BC;109;88,0100352769;265,346055981
18816;340172;D;PRES D'ARENE;0;0;0;Poste de Police Municipale;;;;;BC;109;26,9511358729;44,1714500131
18877;340172;L;PRES D'ARENE;0;0;0;Hôtel;;;;;NP;170;226,16776393;332,247100005
18904;340172;D;PRES D'ARENE;0;0;0;Hôtel;;;;;NP;170;407,69574281;3018,60340004
18950;340172;L;PRES D'ARENE;0;0;0;Poste de Police Municipale;;;;;BC;109;15,0852745311;10,7335390036
18951;340172;D;PRES D'ARENE;0;0;0;Poste de Police Municipale;;;;;BC;109;17,2538542844;16,3064999912
18967;340172;D;PRES D'ARENE;0;0;0;;;;;;NP;170;318,241918387;4746,97365013
18968;340172;D;PRES D'ARENE;4589,79854784;282,916432229;172;Hôtel de Ville;;;;;BC;109;292,887091489;4442,81125015
18970;340172;L;PRES D'ARENE;0;0;0;;;;;;BC;109;125,09139609;198,254749955
19031;340172;D;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;41,6373559398;76,0940999777
19041;340172;L;PRES D'ARENE;601,26867812;125,791603742;152;Ecole élémentaire Charles Dickens;00025302;0;00253;02;CI;0;15,3604567171;14,7318000001
19071;340172;L;PRES D'ARENE;601,26867812;125,791603742;152;Ecole élémentaire Charles Dickens;00025302;0;00253;02;CI;0;23,3828264964;20,5295000169
19072;340172;D;PRES D'ARENE;254,457328062;88,0551450093;147;M.P.T. Boris Vian;99999999;0;00000;0;BC;109;36,9166996503;85,093500001
19073;340172;D;PRES D'ARENE;259,950590606;65,2714572873;144;M.P.T. Boris Vian;99999999;;;;BC;109;66,1424557724;267,778993558
19102;340172;L;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;27,7302710164;34,4733499916
19109;340172;D;PRES D'ARENE;254,457328062;88,0551450093;147;M.P.T. Boris Vian;99999999;0;00000;0;BC;109;46,6865978913;81,0549000103
19143;340172;L;PRES D'ARENE;601,26867812;125,791603742;152;Ecole élémentaire Charles Dickens;00025302;0;00253;02;CI;0;54,6771023161;116,885950002
19152;340172;D;PRES D'ARENE;254,457328062;88,0551450093;147;M.P.T. Boris Vian;99999999;0;00000;0;BC;109;20,778279029;24,1300499817
19192;340172;L;PRES D'ARENE;601,26867812;125,791603742;152;Ecole élémentaire Charles Dickens;00025302;0;00253;02;CI;0;68,6794823247;143,525100001
19193;340172;D;PRES D'ARENE;254,457328062;88,0551450093;147;M.P.T. Boris Vian;99999999;0;00000;0;BC;109;32,86356574;64,5604500226
19194;340172;D;PRES D'ARENE;601,26867812;125,791603742;152;Ecole élémentaire Charles Dickens;00025302;0;00253;02;CI;0;124,967659338;454,005999961
19234;340172;L;PRES D'ARENE;601,26867812;125,791603742;152;Ecole élémentaire Charles Dickens;00025302;0;00253;02;CI;0;88,3719207659;162,367450024
19235;340172;D;PRES D'ARENE;601,26867812;125,791603742;152;Ecole élémentaire Charles Dickens;00025302;0;00253;02;CI;0;114,935607211;427,054149929
19236;340172;D;PRES D'ARENE;263,664837448;87,0521636232;149;M.P.T. Boris Vian;00052400;0;00524;00;BC;109;85,5967958473;260,523649967
19269;340172;L;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;5,991091845;0,5653500002
19271;340172;D;PRES D'ARENE;619,132940694;115,952141343;161;Ecole maternelle Anne Frank;00025202;0;00252;02;BC;109;184,276996295;953,312790039
19276;340172;D;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;38,8840113376;83,9013499698
19306;340172;L;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;18,4045084389;11,8386500092
19316;340172;D;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;19,4512210137;14,3408000069
19339;340172;D;PRES D'ARENE;2487,62711253;304,448733299;159;Collège des Aiguerelles;70011400;7;00114;00;BT;104;377,332343103;2933,16182901
19352;340172;L;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;16,0380178148;6,2573000139
19358;340172;D;PRES D'ARENE;601,26867812;125,791603742;152;Ecole élémentaire Charles Dickens;00025302;0;00253;02;CI;0;25,5792361769;36,5643500007
19392;340172;L;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;28,1919861524;47,9391999824
19393;340172;D;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;26,1644350339;42,5039499867
19406;340172;D;PRES D'ARENE;257,653987401;66,6506779331;151;Collège des Aiguerelles;00052400;0;00524;00;BT;104;99,0463289978;468,044749992
19435;340172;L;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;15,5483546834;4,5619499913
19436;340172;L;PRES D'ARENE;2487,62711253;304,448733299;159;Collège des Aiguerelles;70011400;7;00114;00;BT;104;19,9100430798;17,8578884939
19444;340172;D;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;100,162744091;307,661100047
19472;340172;L;PRES D'ARENE;2067,32746258;397,166912665;154;Ecole élémentaire Charles Dickens;00025302;0;00253;02;BC;109;30,6232286231;61,9655000194
19608;340172;L;PRES D'ARENE;619,132940694;115,952141343;161;Ecole maternelle Anne Frank;00025202;0;00252;02;BC;109;28,4696237109;36,7649165333
19639;340172;L;PRES D'ARENE;619,132940694;115,952141343;161;Ecole maternelle Anne Frank;00025202;0;00252;02;BC;109;26,9989509907;46,7030340116
19707;340172;L;PRES D'ARENE;162,347646865;60,5684333872;104;Ecole élémentaire Diderot;00041601;0;00416;01;BC;109;38,5061774744;91,0234635011
19731;340172;D;PRES D'ARENE;53,931074937;43,7744506259;128;Halte-garderie L'Oustal dou Caganis;00070302;0;00703;02;BC;109;49,8963691282;96,074649967
19754;340172;L;PRES D'ARENE;138,221549948;83,1838836147;102;Eglise Saint Martin;88888888;0;00000;0;CE;0;38,2897532084;81,0258500261
19820;340172;L;PRES D'ARENE;1316,28880863;183,638105627;135;M.P.T. l'Escoutaïre;00070300;0;00703;00;BC;109;6,0398954523;2,1620000034
19833;340172;L;PRES D'ARENE;562,604053164;118,697588269;125;Crèche Thérèse Sentis;00021401;0;00214;01;BC;109;57,5959833844;65,2601999832
20001;340172;D;PRES D'ARENE;1316,28880863;183,638105627;135;M.P.T. l'Escoutaïre;00070300;0;00703;00;BC;109;26,3168861264;34,1984499806
20026;340172;D;PRES D'ARENE;162,347646865;60,5684333872;104;Ecole élémentaire Diderot;00041601;0;00416;01;BC;109;25,6885584281;37,4760000259
20032;340172;D;PRES D'ARENE;684,735225003;172,317979167;103;Ecole maternelle Jean Cocteau;00041501;0;00415;01;BC;109;170,280707407;697,920600023
20042;340172;D;PRES D'ARENE;1452,16954059;153,595275815;138;Gymnase Georges Busnel;00231100;0;02311;00;BC;109;155,655729594;1317,57775692
20077;340172;D;PRES D'ARENE;162,347646865;60,5684333872;104;Ecole élémentaire Diderot;00041601;0;00416;01;BC;109;149,55006108;595,614119443
20117;340172;D;PRES D'ARENE;564,211749886;95,2163219836;110;Poste de Police Municipale St Martin;00013200;0;00132;00;BC;109;153,511360565;1326,61659985
20154;340172;D;PRES D'ARENE;138,221549948;83,1838836147;102;Eglise Saint Martin;88888888;0;00000;0;CE;0;129,33831288;756,616200025
20155;340172;L;PRES D'ARENE;1452,16954059;153,595275815;138;Gymnase Georges Busnel;00231100;0;02311;00;BC;109;337,104828164;542,259435799
20205;340172;D;PRES D'ARENE;562,604053164;118,697588269;125;Crèche Thérèse Sentis;00021401;0;00214;01;BC;109;114,544643379;504,313250022
20348;340172;D;PRES D'ARENE;127,350290621;52,4601888577;130;Halte-garderie L'Oustal dou Caganis;99999999;0;02311;00;BC;109;52,2841709875;126,975299996
20369;340172;L;PRES D'ARENE;162,347646865;60,5684333872;104;Ecole élémentaire Diderot;00041601;0;00416;01;BC;109;27,7899995804;33,6979499794
20422;340172;D;CROIX D'ARGENT;1199,2609217;179,691760898;27;Parc du Mas Nouguier;;;;;BC;109;227,352772059;914,907499944
20479;340172;D;CROIX D'ARGENT;0;0;0;Fourrière municipale;;;;;BC;109;266,543562976;3159,9608999
20511;340172;L;CROIX D'ARGENT;1414,48982797;215,150144238;58;Hôtel des Ventes;00038302;0;00383;02;BT;104;16,0667782541;15,0695500054
20520;340172;L;CROIX D'ARGENT;1414,48982797;215,150144238;58;Hôtel des Ventes;00038302;0;00383;02;BT;104;23,0053428224;31,3460999759
20542;340172;D;CROIX D'ARGENT;1414,48982797;215,150144238;58;Hôtel des Ventes;00038302;0;00383;02;BT;104;205,67013054;1384,83879994
20547;340172;D;CROIX D'ARGENT;61,0083281086;34,0974999041;56;Hôtel des Ventes;99999999;;;;BT;104;34,1291587474;61,1815000147
20555;340172;D;CROIX D'ARGENT;826,278931252;133,423236547;54;Hôtel des Ventes;99999999;;;;BT;104;133,449285183;825,963399966
20760;340172;L;CROIX D'ARGENT;529,875656289;158,344338077;51;Ecole maternelle Les Grisettes;00038302;0;00383;02;BC;109;30,7484061729;58,7907000185
20783;340172;L;CROIX D'ARGENT;529,875656289;158,344338077;51;Ecole maternelle Les Grisettes;00038302;0;00383;02;BC;109;18,722338827;13,8588500014
20873;340172;D;CROIX D'ARGENT;529,875656289;158,344338077;51;Ecole maternelle Les Grisettes;00038302;0;00383;02;BC;109;166,352589156;471,056149932
21062;340172;L;CROIX D'ARGENT;977,103606131;123,415282415;74;Poste de Police Municipale;;;;;BC;109;14,1726500322;8,2605499925
21085;340172;L;CROIX D'ARGENT;977,103606131;123,415282415;74;Poste de Police Municipale;;;;;BC;109;14,9846952409;8,0805000194
21252;340172;D;CROIX D'ARGENT;977,103606131;123,415282415;74;Poste de Police Municipale;;;;;BC;109;113,371924102;430,268900015
21295;340172;D;CROIX D'ARGENT;977,103606131;123,415282415;74;Poste de Police Municipale;;;;;BC;109;61,1355414856;218,335750018
21370;340172;D;CROIX D'ARGENT;409,124715695;81,0003248939;87;Collège Croix d'Argent;70011000;7;00110;00;CI;0;508,951414368;4418,30735005
21470;340172;L;CROIX D'ARGENT;4497,75204688;500,649298821;91;Collège Croix d'Argent;70011000;7;00110;00;BT;104;43,196156729;71,1518000106
21472;340172;D;CROIX D'ARGENT;1031,58403431;136,145182269;86;Gymnase Alain Colas;00046701;0;00467;01;BC;109;186,932405916;1542,66789998
21517;340172;L;CROIX D'ARGENT;4497,75204688;500,649298821;91;Collège Croix d'Argent;70011000;7;00110;00;BT;104;17,2433177274;13,8137999939
21564;340172;L;CROIX D'ARGENT;977,103606131;123,415282415;74;Poste de Police Municipale;;;;;BC;109;14,8972543245;9,8594999971
21565;340172;L;CROIX D'ARGENT;977,103606131;123,415282415;74;Poste de Police Municipale;;;;;BC;109;12,8421923888;7,4737500047
21600;340172;L;CROIX D'ARGENT;977,103606131;123,415282415;74;Poste de Police Municipale;;;;;BC;109;14,944991254;9,498249989
21710;340172;D;CROIX D'ARGENT;1168,49804697;179,748331014;79;Centre EDF-GDF;99999999;0;00000;0;NP;170;365,143709417;1722,73579992
21759;340172;D;CROIX D'ARGENT;827,120656258;161,62184312;70;Ecole élémentaire Ronsard;00043002;0;00430;02;BC;109;325,490813099;1704,36235003
22109;340172;D;CROIX D'ARGENT;2306,96471895;248,309253509;95;Centre Inter urbain des Telecom;99999999;0;00000;0;NP;170;248,456396057;2309,17229992
