"VOI_NUM,N,9,2","ACV_NUM,N,9,2","X,N,13,5","Y,N,14,5","ACC_TBAN,C,3","ACC_TACC,C,3","DATE_,C,12","RIVOLI,C,10","ID_PP,N,10,0"
1898,6694,"3,88926","43,62706",OUI,OUI,"""30-07-2010""",1898,703
1898,6695,"3,88884","43,62745",OUI,OUI,"""30-07-2010""",1898,704
1898,16112,"3,88751","43,62837",NON,OUI,"""30-07-2010""",1898,705
1898,3072,"3,88568","43,63018",NON,NON,"""30-07-2010""",1898,706
1029,3078,"3,89039","43,6317",OUI,OUI,"""30-07-2010""",1029,707
1029,3295,"3,88971","43,627",OUI,OUI,"""30-07-2010""",1029,708
2888,3301,"3,89078","43,62761",NON,NON,"""30-07-2010""",2888,709
1029,3298,"3,88962","43,62668",OUI,OUI,"""30-07-2010""",1029,710
1029,3298,"3,8896","43,62633",NON,OUI,"""30-07-2010""",1029,711
701,3306,"3,88945","43,62605",NON,OUI,"""30-07-2010""",701,712
701,3306,"3,88813","43,62506",OUI,OUI,"""30-07-2010""",701,713
1948,3303,"3,88919","43,62491",OUI,OUI,"""30-07-2010""",1948,714
1948,3303,"3,88945","43,62544",NON,OUI,"""30-07-2010""",1948,715
1948,3303,"3,88964","43,62585",NON,OUI,"""30-07-2010""",1948,716
1948,3302,"3,88993","43,62628",OUI,OUI,"""30-07-2010""",1948,717
1948,3302,"3,89123","43,62699",OUI,OUI,"""30-07-2010""",1948,718
1337,3214,"3,88925","43,62675",OUI,OUI,"""30-07-2010""",1337,719
1337,3087,"3,88982","43,6269",OUI,OUI,"""30-07-2010""",1337,720
2980,2713,"3,8206","43,6432",NON,NON,"""30-07-2010""",2980,721
2980,2711,"3,81995","43,64352",NON,NON,"""30-07-2010""",2980,722
2980,2710,"3,81912","43,64401",NON,NON,"""30-07-2010""",2980,723
2980,2700,"3,81819","43,64317",NON,OUI,"""30-07-2010""",2980,724
3000,2717,"3,81825","43,64312",OUI,OUI,"""30-07-2010""",3000,725
3000,2717,"3,81856","43,64307",OUI,OUI,"""30-07-2010""",3000,726
3000,2718,"3,81932","43,64303",OUI,OUI,"""30-07-2010""",3000,727
3000,2695,"3,82045","43,643",NON,OUI,"""30-07-2010""",3000,728
1895,2685,"3,81967","43,64203",NON,NON,"""30-07-2010""",1895,729
1000,2682,"3,82009","43,64164",NON,OUI,"""30-07-2010""",1000,730
1000,2682,"3,82093","43,64117",OUI,OUI,"""30-07-2010""",1000,731
1840,2629,"3,81876","43,63648",OUI,OUI,"""30-07-2010""",1840,732
591,2637,"3,81873","43,63603",NON,NON,"""30-07-2010""",591,733
591,2628,"3,8205","43,63689",NON,NON,"""30-07-2010""",591,734
591,2638,"3,82078","43,63736",OUI,OUI,"""30-07-2010""",591,735
1271,2655,"3,82131","43,63759",NON,OUI,"""30-07-2010""",1271,736
1840,2648,"3,82109","43,63746",OUI,OUI,"""30-07-2010""",1840,737
503,2652,"3,81999","43,63833",OUI,OUI,"""30-07-2010""",503,738
503,2667,"3,82003","43,64082",NON,OUI,"""30-07-2010""",503,739
1152,2678,"3,81984","43,64089",NON,NON,"""30-07-2010""",1152,740
503,2680,"3,81834","43,64081",NON,OUI,"""30-07-2010""",503,741
1190,2684,"3,81798","43,64107",OUI,OUI,"""30-07-2010""",1190,742
1190,2723,"3,8182","43,64171",OUI,OUI,"""30-07-2010""",1190,743
1190,2715,"3,81869","43,64207",NON,OUI,"""30-07-2010""",1190,744
1000,2694,"3,81921","43,64209",NON,OUI,"""30-07-2010""",1000,745
1252,2716,"3,81898","43,64237",OUI,OUI,"""30-07-2010""",1252,746
1252,2716,"3,81898","43,6429",OUI,OUI,"""30-07-2010""",1252,747
1190,2664,"3,81748","43,6378",OUI,OUI,"""30-07-2010""",1190,748
1190,2664,"3,81699","43,63636",NON,NON,"""30-07-2010""",1190,749
1840,2636,"3,8173","43,63602",NON,OUI,"""30-07-2010""",1840,750
1730,2632,"3,81891","43,63684",OUI,OUI,"""30-07-2010""",1730,751
1730,2775,"3,81882","43,63761",OUI,OUI,"""30-07-2010""",1730,752
1271,2653,"3,81957","43,63827",OUI,NON,"""30-07-2010""",1271,753
1730,2663,"3,81941","43,64005",NON,OUI,"""30-07-2010""",1730,754
1190,6179,"3,81692","43,636",NON,NON,"""30-07-2010""",1190,755
1190,2646,"3,81704","43,63438",NON,OUI,"""30-07-2010""",1190,756
1190,2621,"3,8175","43,6343",NON,NON,"""30-07-2010""",1190,757
594,2623,"3,81821","43,63329",OUI,OUI,"""30-07-2010""",594,758
594,2625,"3,81924","43,6326",OUI,OUI,"""30-07-2010""",594,759
1588,2616,"3,81983","43,63264",OUI,OUI,"""30-07-2010""",1588,760
1588,2616,"3,81987","43,63307",OUI,OUI,"""30-07-2010""",1588,761
1588,2616,"3,81998","43,63423",OUI,OUI,"""30-07-2010""",1588,762
1190,2620,"3,81973","43,63425",NON,NON,"""30-07-2010""",1190,763
1190,2620,"3,82004","43,6343",NON,NON,"""30-07-2010""",1190,764
1190,2619,"3,82232","43,63439",OUI,OUI,"""30-07-2010""",1190,765
1000,2643,"3,82257","43,63731",NON,OUI,"""30-07-2010""",1000,766
1155,2662,"3,82272","43,63745",NON,OUI,"""30-07-2010""",1155,767
1155,2776,"3,82822","43,63932",OUI,OUI,"""30-07-2010""",1155,768
1168,222,"3,82828","43,63957",OUI,OUI,"""30-07-2010""",1168,769
726,2784,"3,82891","43,63895",NON,OUI,"""30-07-2010""",726,770
726,2784,"3,82751","43,63881",NON,NON,"""30-07-2010""",726,771
1431,6539,"3,82734","43,63802",OUI,OUI,"""30-07-2010""",1431,772
1431,6573,"3,82775","43,6365",NON,NON,"""30-07-2010""",1431,773
3257,16254,"3,82791","43,63095",OUI,OUI,"""30-07-2010""",3257,774
2661,3637,"3,82598","43,6306",OUI,OUI,"""30-07-2010""",2661,775
2660,3634,"3,82518","43,63053",OUI,OUI,"""30-07-2010""",2660,776
423,3632,"3,82429","43,63061",OUI,OUI,"""30-07-2010""",423,777
423,3633,"3,82415","43,63053",OUI,OUI,"""30-07-2010""",423,778
2572,2595,"3,82296","43,63054",OUI,OUI,"""30-07-2010""",2572,779
1354,2599,"3,82214","43,63047",OUI,OUI,"""30-07-2010""",1354,780
1354,2599,"3,8223","43,6296",OUI,OUI,"""30-07-2010""",1354,781
1000,2596,"3,82251","43,63268",OUI,OUI,"""30-07-2010""",1000,782
1000,2596,"3,82253","43,63421",NON,OUI,"""30-07-2010""",1000,783
1000,2656,"3,82254","43,63877",OUI,OUI,"""30-07-2010""",1000,784
1840,2649,"3,82231","43,63745",OUI,OUI,"""30-07-2010""",1840,785
1135,2739,"3,81478","43,63833",OUI,OUI,"""30-07-2010""",1135,786
1587,2763,"3,81485","43,63797",OUI,OUI,"""30-07-2010""",1587,787
2091,2771,"3,81267","43,63685",OUI,OUI,"""30-07-2010""",2091,788
2007,2749,"3,81232","43,63656",NON,OUI,"""30-07-2010""",2007,789
2007,2756,"3,81224","43,6353",OUI,OUI,"""30-07-2010""",2007,790
817,2757,"3,81214","43,63633",NON,NON,"""30-07-2010""",817,791
2007,2762,"3,8139","43,63626",NON,NON,"""30-07-2010""",2007,792
821,2743,"3,81264","43,63665",OUI,NON,"""30-07-2010""",821,793
434,2751,"3,81222","43,63672",NON,NON,"""30-07-2010""",434,794
434,9912,"3,81057","43,63933",NON,NON,"""30-07-2010""",434,795
1789,2748,"3,81067","43,63528",NON,NON,"""30-07-2010""",1789,796
1789,2748,"3,81015","43,63561",NON,NON,"""30-07-2010""",1789,797
2724,2726,"3,81227","43,63855",NON,NON,"""30-07-2010""",2724,798
821,15053,"3,81158","43,63873",OUI,OUI,"""30-07-2010""",821,799
821,15053,"3,81068","43,63936",NON,NON,"""30-07-2010""",821,800
821,2724,"3,81101","43,64037",OUI,OUI,"""30-07-2010""",821,801
821,6438,"3,81347","43,64208",NON,OUI,"""30-07-2010""",821,802
821,2701,"3,81533","43,64272",OUI,OUI,"""30-07-2010""",821,803
821,2683,"3,81722","43,6431",OUI,NON,"""30-07-2010""",821,804
821,2691,"3,81751","43,64304",NON,NON,"""30-07-2010""",821,805
3000,2699,"3,81773","43,64309",OUI,OUI,"""30-07-2010""",3000,806
539,2674,"3,81622","43,64065",OUI,OUI,"""30-07-2010""",539,807
539,2675,"3,81534","43,64139",OUI,OUI,"""30-07-2010""",539,808
2471,2672,"3,81642","43,64151",NON,OUI,"""30-07-2010""",2471,809
2471,2670,"3,8177","43,64152",OUI,OUI,"""30-07-2010""",2471,810
3007,2703,"3,81631","43,64152",NON,NON,"""30-07-2010""",3007,811
539,2708,"3,81402","43,64224",NON,OUI,"""30-07-2010""",539,812
539,2702,"3,81479","43,64174",NON,OUI,"""30-07-2010""",539,813
1587,2730,"3,8149","43,64143",NON,OUI,"""30-07-2010""",1587,814
1587,2730,"3,8144","43,64122",NON,OUI,"""30-07-2010""",1587,815
1587,2731,"3,81424","43,64103",NON,OUI,"""30-07-2010""",1587,816
1135,2729,"3,81384","43,6398",NON,NON,"""30-07-2010""",1135,817
1988,2736,"3,81386","43,63961",OUI,OUI,"""30-07-2010""",1988,818
1988,2727,"3,81475","43,64075",NON,NON,"""30-07-2010""",1988,819
1587,2728,"3,81504","43,63973",NON,OUI,"""30-07-2010""",1587,820
1587,2728,"3,81506","43,63839",OUI,OUI,"""30-07-2010""",1587,821
1587,2761,"3,81441","43,63739",OUI,OUI,"""30-07-2010""",1587,822
1745,6668,"3,82368","43,61636",OUI,OUI,"""30-07-2010""",1745,823
1745,6670,"3,82172","43,61573",OUI,OUI,"""30-07-2010""",1745,824
1045,6666,"3,8195","43,61936",NON,OUI,"""30-07-2010""",1045,825
1380,14732,"3,81803","43,61944",OUI,OUI,"""30-07-2010""",1380,826
1380,6685,"3,81793","43,61938",OUI,OUI,"""30-07-2010""",1380,827
3406,12252,"3,8198","43,61564",OUI,OUI,"""30-07-2010""",3406,828
9999,14654,"3,8201","43,61559",OUI,OUI,"""30-07-2010""",9999,829
1392,2478,"3,81839","43,61547",NON,OUI,"""30-07-2010""",1392,830
1392,14712,"3,82165","43,6153",OUI,OUI,"""30-07-2010""",1392,831
841,2535,"3,81851","43,62152",OUI,OUI,"""30-07-2010""",841,832
841,2535,"3,81767","43,62152",OUI,OUI,"""30-07-2010""",841,833
543,2534,"3,81743","43,62271",OUI,OUI,"""30-07-2010""",543,834
1980,2523,"3,81764","43,62287",OUI,OUI,"""30-07-2010""",1980,835
1980,2523,"3,81846","43,62286",NON,OUI,"""30-07-2010""",1980,836
1980,2507,"3,81928","43,62283",OUI,NON,"""30-07-2010""",1980,837
1000,2508,"3,8206","43,62435",OUI,OUI,"""30-07-2010""",1000,838
1986,2496,"3,82056","43,62461",OUI,OUI,"""30-07-2010""",1986,839
1979,2500,"3,81866","43,62335",NON,OUI,"""30-07-2010""",1979,840
1979,2500,"3,81865","43,62298",NON,OUI,"""30-07-2010""",1979,841
543,2554,"3,81746","43,62378",OUI,OUI,"""30-07-2010""",543,842
543,2554,"3,81749","43,62452",NON,OUI,"""30-07-2010""",543,843
1986,2556,"3,81767","43,62466",OUI,OUI,"""30-07-2010""",1986,844
543,2555,"3,81751","43,62475",OUI,OUI,"""30-07-2010""",543,845
543,2555,"3,81756","43,62572",OUI,OUI,"""30-07-2010""",543,846
660,2529,"3,81773","43,6259",OUI,OUI,"""30-07-2010""",660,847
660,2520,"3,82131","43,62582",OUI,NON,"""30-07-2010""",660,848
1000,2511,"3,82127","43,62547",OUI,OUI,"""30-07-2010""",1000,849
1000,2547,"3,82184","43,62662",OUI,OUI,"""30-07-2010""",1000,850
3248,3641,"3,82482","43,62591",NON,OUI,"""30-07-2010""",3248,851
3248,3641,"3,82521","43,62613",NON,OUI,"""30-07-2010""",3248,852
3248,3641,"3,82533","43,62637",NON,OUI,"""30-07-2010""",3248,853
1633,2513,"3,82135","43,62697",OUI,OUI,"""30-07-2010""",1633,854
1633,2544,"3,81967","43,62701",OUI,OUI,"""30-07-2010""",1633,855
1633,2514,"3,81786","43,62704",OUI,OUI,"""30-07-2010""",1633,856
543,2552,"3,81757","43,62596",OUI,OUI,"""30-07-2010""",543,857
543,2551,"3,81759","43,62683",OUI,OUI,"""30-07-2010""",543,858
603,2576,"3,81765","43,62815",OUI,OUI,"""30-07-2010""",603,859
545,2577,"3,81782","43,62835",OUI,OUI,"""30-07-2010""",545,860
545,2577,"3,81852","43,62835",OUI,OUI,"""30-07-2010""",545,861
545,2579,"3,81972","43,62833",OUI,OUI,"""30-07-2010""",545,862
1359,2546,"3,81992","43,62825",OUI,OUI,"""30-07-2010""",1359,863
1359,2543,"3,81991","43,62718",OUI,OUI,"""30-07-2010""",1359,864
545,2590,"3,82192","43,62828",OUI,OUI,"""30-07-2010""",545,865
1000,2580,"3,82193","43,6273",NON,OUI,"""30-07-2010""",1000,866
2087,2601,"3,82207","43,62951",NON,OUI,"""30-07-2010""",2087,867
2087,2581,"3,82063","43,62953",NON,OUI,"""30-07-2010""",2087,868
2087,2584,"3,81969","43,62956",NON,NON,"""30-07-2010""",2087,869
2087,2585,"3,81896","43,62957",NON,NON,"""30-07-2010""",2087,870
2087,2587,"3,81847","43,62959",OUI,OUI,"""30-07-2010""",2087,871
1346,2586,"3,81871","43,62851",OUI,OUI,"""30-07-2010""",1346,872
2053,2589,"3,81739","43,62906",OUI,OUI,"""30-07-2010""",2053,873
603,2605,"3,81829","43,62981",OUI,OUI,"""30-07-2010""",603,874
603,2605,"3,81964","43,63059",OUI,OUI,"""30-07-2010""",603,875
538,2592,"3,81997","43,63049",OUI,OUI,"""30-07-2010""",538,876
538,2592,"3,81994","43,62961",NON,OUI,"""30-07-2010""",538,877
603,2609,"3,82016","43,63058",OUI,OUI,"""30-07-2010""",603,878
603,2598,"3,82078","43,63057",OUI,OUI,"""30-07-2010""",603,879
603,2598,"3,82172","43,63056",OUI,OUI,"""30-07-2010""",603,880
1354,2614,"3,82214","43,63071",NON,OUI,"""30-07-2010""",1354,881
1354,2614,"3,82226","43,63235",OUI,OUI,"""30-07-2010""",1354,882
594,2615,"3,82209","43,6325",OUI,OUI,"""30-07-2010""",594,883
594,2615,"3,82145","43,63252",OUI,OUI,"""30-07-2010""",594,884
594,2615,"3,82119","43,63253",OUI,OUI,"""30-07-2010""",594,885
594,2612,"3,81999","43,63257",OUI,OUI,"""30-07-2010""",594,886
1354,2626,"3,8223","43,6328",OUI,OUI,"""30-07-2010""",1354,887
444,2899,"3,82289","43,63331",OUI,OUI,"""30-07-2010""",444,888
444,2899,"3,82286","43,63428",NON,OUI,"""30-07-2010""",444,889
423,2898,"3,82277","43,63441",NON,OUI,"""30-07-2010""",423,890
424,9014,"3,82341","43,63246",NON,NON,"""30-07-2010""",424,891
423,2603,"3,82304","43,63044",OUI,OUI,"""30-07-2010""",423,892
1000,2600,"3,82248","43,6296",OUI,OUI,"""30-07-2010""",1000,893
1208,2515,"3,8173","43,62705",OUI,OUI,"""30-07-2010""",1208,894
1208,2515,"3,81687","43,62705",OUI,OUI,"""30-07-2010""",1208,895
1208,2566,"3,81553","43,62701",NON,OUI,"""30-07-2010""",1208,896
740,2557,"3,81414","43,62553",OUI,OUI,"""30-07-2010""",740,897
740,2557,"3,81484","43,62552",OUI,OUI,"""30-07-2010""",740,898
1412,2526,"3,81567","43,62667",OUI,OUI,"""30-07-2010""",1412,899
1764,2573,"3,81209","43,6245",OUI,OUI,"""30-07-2010""",1764,900
1208,2569,"3,81214","43,62478",OUI,OUI,"""30-07-2010""",1208,901
1208,2564,"3,81284","43,62557",OUI,OUI,"""30-07-2010""",1208,902
1208,2574,"3,813","43,62269",NON,OUI,"""30-07-2010""",1208,903
1382,2572,"3,81339","43,62357",NON,OUI,"""30-07-2010""",1382,904
1376,11292,"3,81369","43,62377",NON,OUI,"""30-07-2010""",1376,905
1376,2503,"3,8154","43,62375",OUI,OUI,"""30-07-2010""",1376,906
1376,2502,"3,8159","43,62374",NON,OUI,"""30-07-2010""",1376,907
1376,2521,"3,8165","43,62373",NON,OUI,"""30-07-2010""",1376,908
1376,2521,"3,81718","43,62373",OUI,OUI,"""30-07-2010""",1376,909
1412,2524,"3,81563","43,62476",OUI,OUI,"""30-07-2010""",1412,910
1412,2504,"3,81561","43,62365",OUI,OUI,"""30-07-2010""",1412,911
1412,2504,"3,81556","43,62243",NON,NON,"""30-07-2010""",1412,912
1412,2504,"3,81553","43,6217",NON,NON,"""30-07-2010""",1412,913
1208,6742,"3,81395","43,62214",NON,OUI,"""30-07-2010""",1208,914
1208,2505,"3,81559","43,62116",OUI,OUI,"""30-07-2010""",1208,915
1208,2505,"3,81629","43,62072",OUI,OUI,"""30-07-2010""",1208,916
1208,2490,"3,8173","43,62015",OUI,OUI,"""30-07-2010""",1208,917
1000,2493,"3,81828","43,62011",OUI,OUI,"""30-07-2010""",1000,918
1000,2493,"3,81885","43,62145",OUI,OUI,"""30-07-2010""",1000,919
1000,2494,"3,81869","43,62152",OUI,OUI,"""30-07-2010""",1000,920
1000,2495,"3,81797","43,62024",OUI,OUI,"""30-07-2010""",1000,921
543,2533,"3,81749","43,62094",OUI,OUI,"""30-07-2010""",543,922
543,2533,"3,81748","43,62048",OUI,OUI,"""30-07-2010""",543,923
1204,15054,"3,81172","43,63876",OUI,OUI,"""30-07-2010""",1204,924
1829,2778,"3,82862","43,63951",OUI,OUI,"""30-07-2010""",1829,925
3355,6565,"3,83371","43,63455",OUI,OUI,"""30-07-2010""",3355,926
2626,2905,"3,83189","43,63736",NON,OUI,"""30-07-2010""",2626,927
2675,2841,"3,84398","43,64195",OUI,OUI,"""30-07-2010""",2675,928
430,3165,"3,87195","43,63081",OUI,OUI,"""30-07-2010""",430,929
430,3165,"3,87055","43,62978",OUI,OUI,"""30-07-2010""",430,930
1392,2417,"3,824","43,61501",NON,NON,"""30-07-2010""",1392,931
1699,3440,"3,84544","43,62879",NON,OUI,"""30-07-2010""",1699,932
2326,3446,"3,84517","43,62851",NON,OUI,"""30-07-2010""",2326,933
2326,3476,"3,84493","43,62783",NON,NON,"""30-07-2010""",2326,934
2326,3478,"3,84385","43,62715",OUI,OUI,"""30-07-2010""",2326,935
2164,3471,"3,84221","43,62802",OUI,OUI,"""30-07-2010""",2164,936
757,3442,"3,84318","43,62891",NON,OUI,"""30-07-2010""",757,937
757,3441,"3,84379","43,62946",NON,OUI,"""30-07-2010""",757,938
757,3466,"3,84191","43,62803",OUI,OUI,"""30-07-2010""",757,939
2326,3512,"3,84361","43,62689",OUI,OUI,"""30-07-2010""",2326,940
2880,3492,"3,84775","43,62687",NON,OUI,"""30-07-2010""",2880,941
1699,3497,"3,8496","43,62581",NON,OUI,"""30-07-2010""",1699,942
2245,4367,"3,8539","43,62253",OUI,OUI,"""30-07-2010""",2245,943
2246,4378,"3,85201","43,62079",OUI,OUI,"""30-07-2010""",2246,944
1817,4407,"3,85009","43,62029",NON,OUI,"""30-07-2010""",1817,945
1645,6424,"3,84998","43,62207",NON,OUI,"""30-07-2010""",1645,946
1645,4388,"3,85061","43,62323",NON,OUI,"""30-07-2010""",1645,947
996,6409,"3,85091","43,62403",NON,NON,"""30-07-2010""",996,948
1817,4468,"3,84566","43,62229",OUI,OUI,"""30-07-2010""",1817,949
526,4464,"3,84525","43,62253",OUI,OUI,"""30-07-2010""",526,950
1817,3538,"3,84396","43,6234",NON,NON,"""30-07-2010""",1817,951
1971,3525,"3,84351","43,6236",NON,NON,"""30-07-2010""",1971,952
1817,3537,"3,84353","43,62373",NON,NON,"""30-07-2010""",1817,953
1817,3521,"3,84169","43,6249",NON,NON,"""30-07-2010""",1817,954
2651,3526,"3,84129","43,62468",NON,NON,"""30-07-2010""",2651,955
2651,3535,"3,84167","43,62345",NON,NON,"""30-07-2010""",2651,956
2430,3545,"3,83805","43,6247",NON,NON,"""30-07-2010""",2430,957
2430,4469,"3,83983","43,62523",NON,NON,"""30-07-2010""",2430,958
1817,3551,"3,84047","43,62551",NON,NON,"""30-07-2010""",1817,959
1817,8452,"3,84803","43,62145",NON,NON,"""30-07-2010""",1817,960
1817,4408,"3,84923","43,62078",NON,NON,"""30-07-2010""",1817,961
1219,4374,"3,8541","43,62014",OUI,OUI,"""30-07-2010""",1219,962
1219,4362,"3,85741","43,62064",OUI,OUI,"""30-07-2010""",1219,963
1699,4359,"3,85858","43,62035",OUI,OUI,"""30-07-2010""",1699,964
511,4357,"3,85893","43,61865",NON,OUI,"""30-07-2010""",511,965
1817,6757,"3,85171","43,61944",NON,NON,"""30-07-2010""",1817,966
3369,6758,"3,85249","43,61873",NON,NON,"""30-07-2010""",3369,967
861,4532,"3,85098","43,6178",OUI,OUI,"""30-07-2010""",861,968
1676,4391,"3,85024","43,61998",NON,OUI,"""30-07-2010""",1676,969
2852,2475,"3,83824","43,62003",NON,NON,"""30-07-2010""",2852,970
2986,4463,"3,83968","43,62126",NON,NON,"""30-07-2010""",2986,971
2852,4459,"3,84001","43,62106",NON,NON,"""30-07-2010""",2852,972
1676,2455,"3,83829","43,61754",OUI,OUI,"""30-07-2010""",1676,973
1676,9852,"3,83779","43,61737",NON,NON,"""30-07-2010""",1676,974
1676,2275,"3,83664","43,61687",NON,NON,"""30-07-2010""",1676,975
475,2324,"3,83451","43,61597",NON,NON,"""30-07-2010""",475,976
1178,2319,"3,8341","43,61669",NON,NON,"""30-07-2010""",1178,977
527,4476,"3,83447","43,61633",NON,NON,"""30-07-2010""",527,978
527,2321,"3,83192","43,61814",OUI,OUI,"""30-07-2010""",527,979
1568,6524,"3,83262","43,61949",NON,OUI,"""30-07-2010""",1568,980
1568,3645,"3,83425","43,62128",NON,NON,"""30-07-2010""",1568,981
1318,2465,"3,8344","43,62102",NON,NON,"""30-07-2010""",1318,982
1651,2300,"3,83276","43,61472",OUI,OUI,"""30-07-2010""",1651,983
1392,2345,"3,83057","43,61477",OUI,OUI,"""30-07-2010""",1392,984
2566,2349,"3,83084","43,61314",NON,NON,"""30-07-2010""",2566,985
1392,2441,"3,82947","43,61465",NON,NON,"""30-07-2010""",1392,986
1568,2332,"3,83078","43,61679",NON,NON,"""30-07-2010""",1568,987
1390,2258,"3,83511","43,61461",OUI,OUI,"""30-07-2010""",1390,988
1390,2242,"3,83884","43,61377",OUI,OUI,"""30-07-2010""",1390,989
1666,6628,"3,84056","43,61593",OUI,OUI,"""30-07-2010""",1666,990
3363,6631,"3,83987","43,61552",OUI,OUI,"""30-07-2010""",3363,991
3363,6630,"3,83944","43,61476",OUI,OUI,"""30-07-2010""",3363,992
493,6629,"3,83875","43,61537",OUI,OUI,"""30-07-2010""",493,993
971,2295,"3,83585","43,61527",NON,NON,"""30-07-2010""",971,994
1706,2281,"3,83568","43,61466",OUI,OUI,"""30-07-2010""",1706,995
1676,4421,"3,84568","43,61857",OUI,OUI,"""30-07-2010""",1676,996
1676,4452,"3,8449","43,61841",NON,NON,"""30-07-2010""",1676,997
1676,4449,"3,84372","43,61798",NON,OUI,"""30-07-2010""",1676,998
448,2250,"3,84047","43,61672",OUI,OUI,"""30-07-2010""",448,999
1456,4450,"3,84158","43,61654",OUI,OUI,"""30-07-2010""",1456,1000
576,4448,"3,84384","43,61743",NON,NON,"""30-07-2010""",576,1001
1926,4447,"3,84417","43,61792",NON,NON,"""30-07-2010""",1926,1002
1926,4446,"3,84443","43,61773",NON,NON,"""30-07-2010""",1926,1003
1926,4437,"3,84533","43,61719",OUI,OUI,"""30-07-2010""",1926,1004
1926,4440,"3,84613","43,61697",NON,OUI,"""30-07-2010""",1926,1005
1926,4436,"3,84642","43,61671",NON,OUI,"""30-07-2010""",1926,1006
861,4430,"3,84812","43,61721",NON,NON,"""30-07-2010""",861,1007
1926,4500,"3,84877","43,61478",NON,OUI,"""30-07-2010""",1926,1008
1355,4509,"3,84866","43,61441",NON,OUI,"""30-07-2010""",1355,1009
1355,4488,"3,8467","43,61306",NON,OUI,"""30-07-2010""",1355,1010
448,2272,"3,84204","43,61569",NON,NON,"""30-07-2010""",448,1011
1390,2241,"3,84074","43,61346",NON,OUI,"""30-07-2010""",1390,1012
1116,2249,"3,83888","43,61277",NON,NON,"""30-07-2010""",1116,1013
1752,2235,"3,83866","43,61248",OUI,OUI,"""30-07-2010""",1752,1014
1102,2245,"3,83699","43,60994",NON,OUI,"""30-07-2010""",1102,1015
1207,11737,"3,83605","43,61027",NON,OUI,"""30-07-2010""",1207,1016
979,2270,"3,83451","43,61279",NON,OUI,"""30-07-2010""",979,1017
979,2238,"3,83539","43,61359",NON,OUI,"""30-07-2010""",979,1018
1752,6334,"3,83481","43,61131",OUI,OUI,"""30-07-2010""",1752,1019
1544,2184,"3,83039","43,61091",OUI,OUI,"""30-07-2010""",1544,1020
1544,2178,"3,82901","43,61115",OUI,OUI,"""30-07-2010""",1544,1021
1544,2169,"3,83197","43,60979",OUI,OUI,"""30-07-2010""",1544,1022
1544,6340,"3,83336","43,60885",OUI,OUI,"""30-07-2010""",1544,1023
1544,6339,"3,83481","43,60824",OUI,OUI,"""30-07-2010""",1544,1024
2523,2165,"3,83567","43,60891",OUI,OUI,"""30-07-2010""",2523,1025
2523,2229,"3,83616","43,60936",OUI,OUI,"""30-07-2010""",2523,1026
1355,4344,"3,85914","43,61641",OUI,OUI,"""30-07-2010""",1355,1027
1355,3824,"3,85772","43,61601",NON,OUI,"""30-07-2010""",1355,1028
1355,3825,"3,85638","43,61562",NON,OUI,"""30-07-2010""",1355,1029
930,4520,"3,85597","43,61583",NON,OUI,"""30-07-2010""",930,1030
1817,4518,"3,85414","43,61731",OUI,OUI,"""30-07-2010""",1817,1031
1817,4517,"3,85381","43,61756",NON,OUI,"""30-07-2010""",1817,1032
1105,3829,"3,85947","43,61561",NON,OUI,"""30-07-2010""",1105,1033
930,4537,"3,85892","43,61329",NON,OUI,"""30-07-2010""",930,1034
930,4538,"3,85847","43,61369",NON,OUI,"""30-07-2010""",930,1035
930,140,"3,85677","43,61515",NON,OUI,"""30-07-2010""",930,1036
2152,128,"3,85751","43,61483",NON,OUI,"""30-07-2010""",2152,1037
930,12975,"3,85704","43,61492",NON,OUI,"""30-07-2010""",930,1038
930,4527,"3,85755","43,61448",NON,OUI,"""30-07-2010""",930,1039
471,4545,"3,8583","43,61285",NON,OUI,"""30-07-2010""",471,1040
471,4536,"3,85714","43,61215",NON,NON,"""30-07-2010""",471,1041
627,4795,"3,858","43,61155",NON,OUI,"""30-07-2010""",627,1042
2148,115,"3,85876","43,61196",NON,OUI,"""30-07-2010""",2148,1043
627,4540,"3,85867","43,61208",NON,OUI,"""30-07-2010""",627,1044
627,3817,"3,85883","43,61237",NON,OUI,"""30-07-2010""",627,1045
579,4794,"3,85895","43,61143",NON,OUI,"""30-07-2010""",579,1046
579,4796,"3,85662","43,61064",NON,OUI,"""30-07-2010""",579,1047
795,4806,"3,85441","43,61025",OUI,OUI,"""30-07-2010""",795,1048
795,4801,"3,8541","43,6125",OUI,OUI,"""30-07-2010""",795,1049
795,4803,"3,85347","43,6129",OUI,OUI,"""30-07-2010""",795,1050
646,4804,"3,85319","43,61292",OUI,OUI,"""30-07-2010""",646,1051
838,4818,"3,85431","43,61116",OUI,OUI,"""30-07-2010""",838,1052
795,4807,"3,85442","43,61116",OUI,OUI,"""30-07-2010""",795,1053
795,4800,"3,85443","43,61142",OUI,OUI,"""30-07-2010""",795,1054
1073,4528,"3,85173","43,61372",OUI,OUI,"""30-07-2010""",1073,1055
795,4506,"3,85098","43,61426",OUI,OUI,"""30-07-2010""",795,1056
1355,4499,"3,85027","43,61409",OUI,OUI,"""30-07-2010""",1355,1057
1355,4530,"3,85159","43,61442",OUI,OUI,"""30-07-2010""",1355,1058
1355,4522,"3,85311","43,61476",NON,OUI,"""30-07-2010""",1355,1059
