"VOI_NUM,N,9,2","ACV_NUM,N,9,2","X,N,13,5","Y,N,14,5","ACC_TBAN,C,3","ACC_TACC,C,3","DATE_,C,12","RIVOLI,C,10","ID_PP,N,10,0"
441,6797,"3,89017","43,60375",OUI,OUI,"""30-07-2010""",441,1840
819,970,"3,89024","43,60383",OUI,OUI,"""30-07-2010""",819,1841
2022,6798,"3,88983","43,60363",OUI,OUI,"""30-07-2010""",2022,1842
441,112,"3,89059","43,6034",OUI,OUI,"""30-07-2010""",441,1843
819,971,"3,89064","43,60367",OUI,OUI,"""30-07-2010""",819,1844
819,971,"3,89264","43,6038",OUI,OUI,"""30-07-2010""",819,1845
1560,3854,"3,89286","43,60408",OUI,OUI,"""30-07-2010""",1560,1846
1560,3854,"3,8922","43,60505",OUI,OUI,"""30-07-2010""",1560,1847
547,1003,"3,89229","43,60509",OUI,OUI,"""30-07-2010""",547,1848
547,1003,"3,89384","43,60469",NON,OUI,"""30-07-2010""",547,1849
547,1003,"3,89456","43,60455",OUI,OUI,"""30-07-2010""",547,1850
2881,5446,"3,89488","43,60438",OUI,OUI,"""30-07-2010""",2881,1851
828,5447,"3,89467","43,60396",OUI,OUI,"""30-07-2010""",828,1852
828,224,"3,89332","43,60387",OUI,OUI,"""30-07-2010""",828,1853
1560,157,"3,89318","43,60376",OUI,OUI,"""30-07-2010""",1560,1854
3189,1011,"3,89352","43,60342",NON,OUI,"""30-07-2010""",3189,1855
3189,1011,"3,89382","43,6038",NON,NON,"""30-07-2010""",3189,1856
1560,5452,"3,89442","43,60254",NON,NON,"""30-07-2010""",1560,1857
2881,16272,"3,89449","43,60251",NON,NON,"""30-07-2010""",2881,1858
2881,16272,"3,89467","43,60322",NON,NON,"""30-07-2010""",2881,1859
2881,16272,"3,89483","43,60373",NON,NON,"""30-07-2010""",2881,1860
2644,6024,"3,89578","43,60434",NON,NON,"""30-07-2010""",2644,1861
547,1004,"3,89501","43,60446",NON,OUI,"""30-07-2010""",547,1862
2379,1009,"3,89615","43,60419",OUI,OUI,"""30-07-2010""",2379,1863
2379,1009,"3,89646","43,60492",OUI,NON,"""30-07-2010""",2379,1864
2644,6025,"3,89642","43,60567",NON,NON,"""30-07-2010""",2644,1865
2644,13512,"3,89532","43,60613",NON,OUI,"""30-07-2010""",2644,1866
872,1002,"3,89446","43,60519",NON,OUI,"""30-07-2010""",872,1867
2129,14453,"3,91272","43,61812",NON,OUI,"""30-07-2010""",2129,1868
1775,14454,"3,9126","43,61913",NON,NON,"""30-07-2010""",1775,1869
1978,217,"3,90959","43,62208",NON,OUI,"""30-07-2010""",1978,1870
2321,6585,"3,91347","43,61799",NON,NON,"""30-07-2010""",2321,1871
2321,6584,"3,91473","43,6145",OUI,OUI,"""30-07-2010""",2321,1872
2316,1159,"3,91448","43,61431",OUI,OUI,"""30-07-2010""",2316,1873
2316,1163,"3,91215","43,61358",NON,OUI,"""30-07-2010""",2316,1874
2316,1157,"3,9117","43,61349",NON,OUI,"""30-07-2010""",2316,1875
2316,1168,"3,9107","43,61322",NON,OUI,"""30-07-2010""",2316,1876
2447,1176,"3,90745","43,61243",NON,OUI,"""30-07-2010""",2447,1877
2739,3699,"3,90727","43,61321",NON,NON,"""30-07-2010""",2739,1878
2739,3699,"3,90702","43,61311",OUI,OUI,"""30-07-2010""",2739,1879
2739,3699,"3,90675","43,61405",OUI,OUI,"""30-07-2010""",2739,1880
2129,1154,"3,90839","43,61505",OUI,OUI,"""30-07-2010""",2129,1881
2909,11972,"3,90864","43,61506",OUI,NON,"""30-07-2010""",2909,1882
2909,1153,"3,91001","43,61576",NON,NON,"""30-07-2010""",2909,1883
2129,1131,"3,91024","43,61611",NON,NON,"""30-07-2010""",2129,1884
1777,3341,"3,89748","43,61658",OUI,NON,"""30-07-2010""",1777,1885
1777,144,"3,89781","43,61526",OUI,NON,"""30-07-2010""",1777,1886
1777,59,"3,8981","43,61414",NON,OUI,"""30-07-2010""",1777,1887
1777,3733,"3,89831","43,61203",OUI,NON,"""30-07-2010""",1777,1888
1777,15755,"3,89861","43,61086",OUI,NON,"""30-07-2010""",1777,1889
1777,6077,"3,89882","43,61005",NON,OUI,"""30-07-2010""",1777,1890
1777,15813,"3,89899","43,60903",NON,NON,"""30-07-2010""",1777,1891
1777,1041,"3,89863","43,60744",OUI,OUI,"""30-07-2010""",1777,1892
1687,12092,"3,89886","43,60683",OUI,OUI,"""30-07-2010""",1687,1893
438,1033,"3,89882","43,60761",NON,NON,"""30-07-2010""",438,1894
834,6020,"3,89899","43,60825",NON,NON,"""30-07-2010""",834,1895
2915,15816,"3,89865","43,60808",NON,NON,"""30-07-2010""",2915,1896
9999,15814,"3,89876","43,60871",OUI,NON,"""30-07-2010""",9999,1897
2915,6044,"3,8986","43,60861",OUI,NON,"""30-07-2010""",2915,1898
2379,3891,"3,89673","43,60641",NON,OUI,"""30-07-2010""",2379,1899
2520,1013,"3,89595","43,60748",OUI,NON,"""30-07-2010""",2520,1900
2520,1013,"3,8959","43,60749",OUI,OUI,"""30-07-2010""",2520,1901
1783,3896,"3,8953","43,60623",NON,OUI,"""30-07-2010""",1783,1902
1783,3896,"3,89442","43,60597",NON,OUI,"""30-07-2010""",1783,1903
2744,6092,"3,89622","43,60638",NON,OUI,"""30-07-2010""",2744,1904
2744,1037,"3,89825","43,60616",OUI,OUI,"""30-07-2010""",2744,1905
1777,6027,"3,89879","43,60628",OUI,OUI,"""30-07-2010""",1777,1906
3397,8087,"3,9301","43,61234",NON,NON,"""30-07-2010""",3397,1907
3397,8087,"3,9301","43,61263",NON,OUI,"""30-07-2010""",3397,1908
2314,14436,"3,91123","43,61513",NON,NON,"""30-07-2010""",2314,1909
2315,1148,"3,91096","43,61561",OUI,OUI,"""30-07-2010""",2315,1910
1678,5986,"3,85007","43,59474",NON,OUI,"""30-07-2010""",1678,1533
1678,5986,"3,84987","43,59513",NON,NON,"""30-07-2010""",1678,1534
2010,5989,"3,85005","43,59524",NON,NON,"""30-07-2010""",2010,1535
743,1756,"3,8532","43,59434",OUI,OUI,"""30-07-2010""",743,1536
2149,1753,"3,85342","43,59435",OUI,OUI,"""30-07-2010""",2149,1537
2149,1753,"3,85399","43,59482",NON,NON,"""30-07-2010""",2149,1538
2365,1745,"3,85365","43,59483",OUI,OUI,"""30-07-2010""",2365,1539
1046,1752,"3,85456","43,59532",NON,OUI,"""30-07-2010""",1046,1540
1046,6733,"3,85616","43,59822",OUI,OUI,"""30-07-2010""",1046,1541
1046,1783,"3,85592","43,5995",NON,OUI,"""30-07-2010""",1046,1542
1046,1775,"3,856","43,60048",NON,NON,"""30-07-2010""",1046,1543
566,1772,"3,85602","43,59822",OUI,OUI,"""30-07-2010""",566,1544
562,1763,"3,85256","43,59738",NON,OUI,"""30-07-2010""",562,1545
2140,1764,"3,85605","43,59677",NON,NON,"""30-07-2010""",2140,1546
1905,1749,"3,85595","43,5959",OUI,OUI,"""30-07-2010""",1905,1547
1046,1741,"3,85263","43,59383",OUI,OUI,"""30-07-2010""",1046,1548
1738,1738,"3,85211","43,59361",OUI,OUI,"""30-07-2010""",1738,1549
1046,519,"3,85202","43,59332",NON,OUI,"""30-07-2010""",1046,1550
1362,1782,"3,85578","43,59963",NON,OUI,"""30-07-2010""",1362,1551
1362,1782,"3,85526","43,59972",OUI,OUI,"""30-07-2010""",1362,1552
1362,1782,"3,8547","43,59983",OUI,OUI,"""30-07-2010""",1362,1553
1362,1790,"3,85175","43,60042",NON,NON,"""30-07-2010""",1362,1554
1362,1791,"3,85101","43,60059",NON,NON,"""30-07-2010""",1362,1555
1362,1789,"3,85027","43,60095",NON,OUI,"""30-07-2010""",1362,1556
1363,1817,"3,84995","43,6009",NON,NON,"""30-07-2010""",1363,1557
1655,1800,"3,8483","43,6002",NON,NON,"""30-07-2010""",1655,1558
1655,1799,"3,84801","43,6",NON,OUI,"""30-07-2010""",1655,1559
1046,4885,"3,85683","43,60173",NON,NON,"""30-07-2010""",1046,1560
753,4886,"3,85679","43,60199",NON,NON,"""30-07-2010""",753,1561
753,4886,"3,85552","43,60276",NON,OUI,"""30-07-2010""",753,1562
1046,4883,"3,85742","43,60209",NON,NON,"""30-07-2010""",1046,1563
1046,4883,"3,85897","43,60345",NON,NON,"""30-07-2010""",1046,1564
753,4882,"3,85741","43,60173",NON,NON,"""30-07-2010""",753,1565
773,1719,"3,86259","43,60121",NON,OUI,"""30-07-2010""",773,1566
773,4865,"3,86283","43,60155",NON,OUI,"""30-07-2010""",773,1567
773,4865,"3,86355","43,60267",NON,NON,"""30-07-2010""",773,1568
863,4866,"3,86359","43,60281",NON,NON,"""30-07-2010""",863,1569
863,4866,"3,86247","43,60311",NON,OUI,"""30-07-2010""",863,1570
2135,1716,"3,86227","43,59924",NON,NON,"""30-07-2010""",2135,1571
1981,1715,"3,86248","43,59865",NON,OUI,"""30-07-2010""",1981,1572
1786,1713,"3,86292","43,59816",NON,NON,"""30-07-2010""",1786,1573
1838,1717,"3,86318","43,59836",NON,OUI,"""30-07-2010""",1838,1574
753,6735,"3,86229","43,5987",NON,OUI,"""30-07-2010""",753,1575
753,6735,"3,86126","43,59915",NON,NON,"""30-07-2010""",753,1576
753,6735,"3,8611","43,59923",NON,NON,"""30-07-2010""",753,1577
753,6735,"3,86073","43,59939",NON,NON,"""30-07-2010""",753,1578
753,6735,"3,86018","43,59979",NON,NON,"""30-07-2010""",753,1579
645,521,"3,85279","43,59263",OUI,OUI,"""30-07-2010""",645,1580
645,1734,"3,85537","43,59349",NON,NON,"""30-07-2010""",645,1581
645,1734,"3,85615","43,59381",NON,OUI,"""30-07-2010""",645,1582
645,1734,"3,86099","43,59462",NON,NON,"""30-07-2010""",645,1583
2057,1729,"3,86165","43,59504",NON,NON,"""30-07-2010""",2057,1584
1140,1642,"3,86203","43,59521",OUI,OUI,"""30-07-2010""",1140,1585
1140,1642,"3,86287","43,59499",OUI,OUI,"""30-07-2010""",1140,1586
1397,1627,"3,86344","43,59474",OUI,OUI,"""30-07-2010""",1397,1587
1140,6730,"3,8639","43,5946",NON,OUI,"""30-07-2010""",1140,1588
1140,6729,"3,86524","43,5939",NON,NON,"""30-07-2010""",1140,1589
1140,6729,"3,86574","43,59364",OUI,OUI,"""30-07-2010""",1140,1590
1442,1631,"3,86572","43,59357",OUI,OUI,"""30-07-2010""",1442,1591
1140,1623,"3,86616","43,59345",OUI,OUI,"""30-07-2010""",1140,1592
2139,1625,"3,86641","43,59311",OUI,OUI,"""30-07-2010""",2139,1593
2139,1625,"3,86646","43,59266",OUI,OUI,"""30-07-2010""",2139,1594
2600,1550,"3,86835","43,5921",NON,NON,"""30-07-2010""",2600,1595
3174,1552,"3,86911","43,59166",OUI,OUI,"""30-07-2010""",3174,1596
2368,1530,"3,86993","43,59123",NON,NON,"""30-07-2010""",2368,1597
505,10632,"3,86662","43,59067",NON,OUI,"""30-07-2010""",505,1598
505,10632,"3,86623","43,59079",OUI,NON,"""30-07-2010""",505,1599
2139,1554,"3,86595","43,59026",OUI,OUI,"""30-07-2010""",2139,1600
2139,1554,"3,86576","43,58901",OUI,OUI,"""30-07-2010""",2139,1601
2139,1554,"3,86575","43,58839",OUI,OUI,"""30-07-2010""",2139,1602
1254,1525,"3,86458","43,58867",NON,OUI,"""30-07-2010""",1254,1603
1254,1525,"3,86545","43,58836",OUI,OUI,"""30-07-2010""",1254,1604
2139,1533,"3,86557","43,58816",OUI,OUI,"""30-07-2010""",2139,1605
2139,1638,"3,86452","43,58652",OUI,OUI,"""30-07-2010""",2139,1606
2139,1475,"3,8621","43,58566",OUI,OUI,"""30-07-2010""",2139,1607
2139,1474,"3,86186","43,5856",OUI,OUI,"""30-07-2010""",2139,1608
2139,1474,"3,86053","43,5853",OUI,OUI,"""30-07-2010""",2139,1609
1678,1476,"3,86186","43,58577",OUI,OUI,"""30-07-2010""",1678,1610
1678,1476,"3,86084","43,58626",NON,NON,"""30-07-2010""",1678,1611
1678,1476,"3,85907","43,58721",NON,OUI,"""30-07-2010""",1678,1612
2514,11912,"3,86307","43,5822",OUI,OUI,"""30-07-2010""",2514,1613
2514,15594,"3,86299","43,5821",OUI,OUI,"""30-07-2010""",2514,1614
1270,1442,"3,86317","43,5821",OUI,OUI,"""30-07-2010""",1270,1615
1270,6456,"3,86271","43,57936",NON,NON,"""30-07-2010""",1270,1616
1270,6455,"3,86266","43,5792",NON,NON,"""30-07-2010""",1270,1617
1270,6449,"3,86218","43,57631",NON,NON,"""30-07-2010""",1270,1618
700,6457,"3,86875","43,57818",NON,OUI,"""30-07-2010""",700,1619
700,6457,"3,86904","43,5793",OUI,OUI,"""30-07-2010""",700,1620
1511,1503,"3,87175","43,58182",NON,NON,"""30-07-2010""",1511,1621
1501,3874,"3,8728","43,58675",OUI,OUI,"""30-07-2010""",1501,1622
1511,1496,"3,87241","43,5868",OUI,OUI,"""30-07-2010""",1511,1623
1511,1496,"3,87194","43,58656",NON,NON,"""30-07-2010""",1511,1624
1945,6711,"3,87101","43,59609",OUI,OUI,"""30-07-2010""",1945,1625
1945,1590,"3,87208","43,59541",NON,NON,"""30-07-2010""",1945,1626
435,490,"3,87069","43,59595",OUI,OUI,"""30-07-2010""",435,1627
710,5951,"3,88427","43,5926",NON,OUI,"""30-07-2010""",710,1250
1298,5924,"3,88447","43,59254",NON,NON,"""30-07-2010""",1298,1251
1298,5924,"3,88477","43,59244",OUI,OUI,"""30-07-2010""",1298,1252
1298,5926,"3,88593","43,592",NON,NON,"""30-07-2010""",1298,1253
762,5957,"3,88634","43,59331",NON,OUI,"""30-07-2010""",762,1254
1175,5953,"3,88595","43,59359",NON,NON,"""30-07-2010""",1175,1255
1175,5953,"3,88554","43,59304",OUI,OUI,"""30-07-2010""",1175,1256
1175,5953,"3,88512","43,59247",OUI,OUI,"""30-07-2010""",1175,1257
1446,6185,"3,88667","43,5932",NON,NON,"""30-07-2010""",1446,1258
1446,6185,"3,88745","43,59243",NON,NON,"""30-07-2010""",1446,1259
541,8572,"3,88778","43,59209",NON,OUI,"""30-07-2010""",541,1260
541,8572,"3,88703","43,59099",NON,NON,"""30-07-2010""",541,1261
541,5935,"3,88801","43,59058",NON,NON,"""30-07-2010""",541,1262
486,372,"3,88791","43,5897",OUI,OUI,"""30-07-2010""",486,1263
411,377,"3,88573","43,59024",OUI,OUI,"""30-07-2010""",411,1264
411,1390,"3,88948","43,58946",NON,OUI,"""30-07-2010""",411,1265
1640,1388,"3,89033","43,58977",OUI,OUI,"""30-07-2010""",1640,1266
1640,1388,"3,89031","43,59017",OUI,OUI,"""30-07-2010""",1640,1267
621,1391,"3,88861","43,58964",OUI,OUI,"""30-07-2010""",621,1268
1640,1362,"3,88929","43,59361",OUI,OUI,"""30-07-2010""",1640,1269
1640,1361,"3,88958","43,5931",OUI,OUI,"""30-07-2010""",1640,1270
1640,380,"3,88993","43,59139",OUI,OUI,"""30-07-2010""",1640,1271
486,371,"3,88832","43,59177",NON,NON,"""30-07-2010""",486,1272
1446,5936,"3,88828","43,59182",NON,NON,"""30-07-2010""",1446,1273
1640,1329,"3,89059","43,59072",OUI,OUI,"""30-07-2010""",1640,1274
1526,1222,"3,89551","43,58958",NON,NON,"""30-07-2010""",1526,1275
1526,1346,"3,8936","43,59087",OUI,OUI,"""30-07-2010""",1526,1276
1526,1345,"3,89345","43,59103",NON,NON,"""30-07-2010""",1526,1277
1526,6274,"3,89326","43,59122",NON,NON,"""30-07-2010""",1526,1278
1526,1341,"3,89264","43,59175",NON,OUI,"""30-07-2010""",1526,1279
1526,1341,"3,89224","43,59202",OUI,OUI,"""30-07-2010""",1526,1280
1701,5566,"3,87875","43,59849",NON,OUI,"""30-07-2010""",1701,1281
451,5534,"3,87886","43,599",OUI,OUI,"""30-07-2010""",451,1282
1513,5529,"3,87822","43,59946",NON,OUI,"""30-07-2010""",1513,1283
895,5527,"3,87812","43,59951",NON,OUI,"""30-07-2010""",895,1284
1338,11814,"3,87778","43,60011",OUI,OUI,"""30-07-2010""",1338,1285
1513,5524,"3,8783","43,60032",NON,OUI,"""30-07-2010""",1513,1286
1513,5524,"3,87823","43,59958",NON,OUI,"""30-07-2010""",1513,1287
895,5532,"3,87826","43,5995",NON,OUI,"""30-07-2010""",895,1288
895,5532,"3,87909","43,59944",NON,OUI,"""30-07-2010""",895,1289
1701,5533,"3,87909","43,59938",NON,NON,"""30-07-2010""",1701,1290
1360,5530,"3,87918","43,59941",NON,NON,"""30-07-2010""",1360,1291
629,5537,"3,87935","43,59854",NON,OUI,"""30-07-2010""",629,1292
793,5536,"3,87929","43,5985",NON,OUI,"""30-07-2010""",793,1293
793,5536,"3,87886","43,59865",NON,NON,"""30-07-2010""",793,1294
629,5567,"3,87892","43,5978",NON,OUI,"""30-07-2010""",629,1295
1446,5569,"3,87852","43,59791",NON,OUI,"""30-07-2010""",1446,1296
1646,5554,"3,8795","43,59768",NON,OUI,"""30-07-2010""",1646,1297
1646,5554,"3,87984","43,59825",NON,OUI,"""30-07-2010""",1646,1298
793,5556,"3,87985","43,59833",NON,OUI,"""30-07-2010""",793,1299
1360,5538,"3,87984","43,59923",NON,OUI,"""30-07-2010""",1360,1300
629,5525,"3,87978","43,59928",NON,OUI,"""30-07-2010""",629,1301
629,5525,"3,88025","43,60008",NON,OUI,"""30-07-2010""",629,1302
1788,5503,"3,88008","43,60034",NON,NON,"""30-07-2010""",1788,1303
1788,5503,"3,88167","43,60073",NON,OUI,"""30-07-2010""",1788,1304
1589,5502,"3,88173","43,60074",NON,OUI,"""30-07-2010""",1589,1305
1589,5502,"3,8816","43,60111",NON,OUI,"""30-07-2010""",1589,1306
1788,5798,"3,8819","43,6008",NON,OUI,"""30-07-2010""",1788,1307
484,5786,"3,88421","43,59994",NON,OUI,"""30-07-2010""",484,1308
510,5800,"3,88356","43,59991",NON,OUI,"""30-07-2010""",510,1309
510,5800,"3,88349","43,60064",NON,NON,"""30-07-2010""",510,1310
1869,5799,"3,88336","43,6007",NON,OUI,"""30-07-2010""",1869,1311
1589,5540,"3,88182","43,60039",NON,OUI,"""30-07-2010""",1589,1312
1589,5540,"3,88175","43,60066",NON,OUI,"""30-07-2010""",1589,1313
469,5551,"3,88182","43,59961",NON,OUI,"""30-07-2010""",469,1314
1089,5548,"3,88158","43,59957",NON,OUI,"""30-07-2010""",1089,1315
484,5787,"3,88228","43,59952",NON,OUI,"""30-07-2010""",484,1316
1703,5783,"3,88444","43,59947",NON,OUI,"""30-07-2010""",1703,1317
1703,5783,"3,88302","43,59909",NON,OUI,"""30-07-2010""",1703,1318
1248,5796,"3,8839","43,59871",NON,NON,"""30-07-2010""",1248,1319
1788,5795,"3,88473","43,59906",NON,NON,"""30-07-2010""",1788,1320
1089,5785,"3,88233","43,59926",NON,OUI,"""30-07-2010""",1089,1321
1804,5550,"3,88211","43,59927",NON,OUI,"""30-07-2010""",1804,1322
1804,5550,"3,88173","43,59865",NON,OUI,"""30-07-2010""",1804,1323
1360,5563,"3,88171","43,59864",NON,OUI,"""30-07-2010""",1360,1324
1360,5563,"3,88098","43,59888",NON,OUI,"""30-07-2010""",1360,1325
832,5565,"3,8809","43,5989",NON,OUI,"""30-07-2010""",832,1326
832,5565,"3,88132","43,59962",NON,OUI,"""30-07-2010""",832,1327
1089,5547,"3,88089","43,59986",NON,OUI,"""30-07-2010""",1089,1328
1869,5541,"3,88085","43,60012",NON,NON,"""30-07-2010""",1869,1329
1646,5546,"3,88081","43,5999",NON,OUI,"""30-07-2010""",1646,1330
1646,5546,"3,88034","43,59911",NON,OUI,"""30-07-2010""",1646,1331
1360,5564,"3,88078","43,59894",NON,OUI,"""30-07-2010""",1360,1332
832,5562,"3,88046","43,59814",NON,OUI,"""30-07-2010""",832,1333
793,5553,"3,88046","43,59814",NON,OUI,"""30-07-2010""",793,1334
832,5552,"3,88008","43,59749",OUI,OUI,"""30-07-2010""",832,1335
1804,5738,"3,8809","43,59722",NON,OUI,"""30-07-2010""",1804,1336
1804,5738,"3,88125","43,59781",NON,OUI,"""30-07-2010""",1804,1337
793,5557,"3,88128","43,59789",NON,OUI,"""30-07-2010""",793,1338
793,5557,"3,88048","43,59814",NON,OUI,"""30-07-2010""",793,1339
793,5559,"3,88136","43,59786",NON,OUI,"""30-07-2010""",793,1340
1804,5558,"3,8813","43,59788",NON,OUI,"""30-07-2010""",1804,1341
1804,5558,"3,88168","43,59856",NON,OUI,"""30-07-2010""",1804,1342
1463,5741,"3,88104","43,59717",NON,NON,"""30-07-2010""",1463,1343
1601,1223,"3,89527","43,58967",NON,OUI,"""30-07-2010""",1601,1344
2134,1347,"3,89355","43,59083",OUI,OUI,"""30-07-2010""",2134,1345
1889,1349,"3,89294","43,59163",NON,OUI,"""30-07-2010""",1889,1346
1889,1348,"3,89347","43,59117",NON,OUI,"""30-07-2010""",1889,1347
1526,1360,"3,89211","43,5921",OUI,OUI,"""30-07-2010""",1526,1348
1560,1375,"3,88978","43,59298",OUI,OUI,"""30-07-2010""",1560,1349
1560,1378,"3,89003","43,59382",NON,NON,"""30-07-2010""",1560,1350
1560,1378,"3,89054","43,59471",OUI,OUI,"""30-07-2010""",1560,1351
1560,1377,"3,89063","43,59481",NON,NON,"""30-07-2010""",1560,1352
2067,18,"3,89114","43,5953",OUI,OUI,"""30-07-2010""",2067,1353
470,5886,"3,89179","43,59601",OUI,OUI,"""30-07-2010""",470,1354
1560,1356,"3,89183","43,59596",OUI,OUI,"""30-07-2010""",1560,1355
955,1358,"3,89143","43,59566",OUI,OUI,"""30-07-2010""",955,1356
1137,1355,"3,89193","43,59593",OUI,OUI,"""30-07-2010""",1137,1357
1560,1366,"3,89201","43,59615",OUI,OUI,"""30-07-2010""",1560,1358
1290,1367,"3,89245","43,5965",OUI,OUI,"""30-07-2010""",1290,1359
1110,1370,"3,8927","43,59689",OUI,OUI,"""30-07-2010""",1110,1360
1560,1369,"3,89273","43,59725",OUI,OUI,"""30-07-2010""",1560,1361
1784,5902,"3,89287","43,59734",OUI,OUI,"""30-07-2010""",1784,1362
1941,1263,"3,89713","43,59385",OUI,OUI,"""30-07-2010""",1941,1363
1941,1242,"3,89621","43,59357",OUI,OUI,"""30-07-2010""",1941,1364
719,1247,"3,89523","43,59364",OUI,OUI,"""30-07-2010""",719,1365
719,1379,"3,89395","43,59404",OUI,OUI,"""30-07-2010""",719,1366
719,1379,"3,89338","43,59423",OUI,OUI,"""30-07-2010""",719,1367
719,1379,"3,89088","43,59481",OUI,OUI,"""30-07-2010""",719,1368
1941,375,"3,89318","43,59265",OUI,OUI,"""30-07-2010""",1941,1369
1941,375,"3,89221","43,5921",OUI,OUI,"""30-07-2010""",1941,1370
2199,1221,"3,8969","43,59044",NON,OUI,"""30-07-2010""",2199,1371
2199,1221,"3,89823","43,59117",NON,OUI,"""30-07-2010""",2199,1372
1784,5780,"3,88932","43,5992",NON,OUI,"""30-07-2010""",1784,1373
801,5801,"3,8884","43,59983",NON,OUI,"""30-07-2010""",801,1374
1784,3888,"3,88812","43,59983",NON,OUI,"""30-07-2010""",1784,1375
1784,3888,"3,88692","43,6004",NON,OUI,"""30-07-2010""",1784,1376
1784,3887,"3,88552","43,60104",NON,NON,"""30-07-2010""",1784,1377
741,3885,"3,88546","43,60122",NON,NON,"""30-07-2010""",741,1378
1640,126,"3,88473","43,60086",NON,NON,"""30-07-2010""",1640,1379
1640,5793,"3,88513","43,59938",NON,OUI,"""30-07-2010""",1640,1380
1248,5794,"3,88518","43,59909",NON,OUI,"""30-07-2010""",1248,1381
1640,5792,"3,88535","43,59897",NON,NON,"""30-07-2010""",1640,1382
1640,5792,"3,8862","43,59776",NON,OUI,"""30-07-2010""",1640,1383
1089,5802,"3,8861","43,59762",OUI,OUI,"""30-07-2010""",1089,1384
1089,13992,"3,88564","43,59778",OUI,OUI,"""30-07-2010""",1089,1385
441,5890,"3,88341","43,59698",OUI,OUI,"""30-07-2010""",441,1386
1446,5736,"3,88048","43,59707",NON,OUI,"""30-07-2010""",1446,1387
719,5961,"3,88332","43,59674",NON,OUI,"""30-07-2010""",719,1388
1854,5880,"3,88431","43,59581",NON,OUI,"""30-07-2010""",1854,1389
1854,5880,"3,88366","43,59514",NON,OUI,"""30-07-2010""",1854,1390
1854,5880,"3,88476","43,59627",NON,NON,"""30-07-2010""",1854,1391
719,5879,"3,88499","43,59625",NON,NON,"""30-07-2010""",719,1392
719,5878,"3,88779","43,59545",OUI,NON,"""30-07-2010""",719,1393
1640,1381,"3,88823","43,59527",NON,NON,"""30-07-2010""",1640,1394
1640,1381,"3,88835","43,59509",NON,NON,"""30-07-2010""",1640,1395
719,1376,"3,89046","43,59485",OUI,NON,"""30-07-2010""",719,1396
1640,132,"3,88795","43,59561",NON,NON,"""30-07-2010""",1640,1397
1640,3882,"3,88744","43,59631",NON,NON,"""30-07-2010""",1640,1398
1640,5877,"3,88683","43,59705",NON,NON,"""30-07-2010""",1640,1399
1640,15776,"3,88685","43,59719",NON,OUI,"""30-07-2010""",1640,1400
1784,5781,"3,88949","43,59911",NON,OUI,"""30-07-2010""",1784,1401
1784,11452,"3,89024","43,59869",NON,NON,"""30-07-2010""",1784,1402
1784,5897,"3,89101","43,59822",OUI,OUI,"""30-07-2010""",1784,1403
1784,5897,"3,89179","43,59773",OUI,OUI,"""30-07-2010""",1784,1404
1784,5899,"3,89266","43,59743",NON,NON,"""30-07-2010""",1784,1405
1560,5864,"3,8928","43,59743",OUI,OUI,"""30-07-2010""",1560,1406
1560,5864,"3,89334","43,59832",NON,OUI,"""30-07-2010""",1560,1407
1560,5866,"3,89376","43,599",NON,NON,"""30-07-2010""",1560,1408
2300,16695,"3,89401","43,59913",OUI,OUI,"""30-07-2010""",2300,1409
2300,13334,"3,89589","43,60017",OUI,OUI,"""30-07-2010""",2300,1410
2300,5867,"3,89375","43,59922",NON,OUI,"""30-07-2010""",2300,1411
441,137,"3,89074","43,59952",NON,OUI,"""30-07-2010""",441,1412
441,5836,"3,89166","43,60146",NON,NON,"""30-07-2010""",441,1413
1566,5846,"3,89175","43,60153",NON,OUI,"""30-07-2010""",1566,1414
1566,5830,"3,88925","43,60356",NON,OUI,"""30-07-2010""",1566,1415
9999,14853,"3,89079","43,58898",NON,OUI,"""30-07-2010""",9999,1416
2156,1227,"3,89978","43,59355",NON,NON,"""30-07-2010""",2156,1417
1784,1230,"3,89955","43,59351",NON,OUI,"""30-07-2010""",1784,1418
2293,1250,"3,89924","43,59351",NON,OUI,"""30-07-2010""",2293,1419
2289,1232,"3,89842","43,59426",NON,NON,"""30-07-2010""",2289,1420
1784,1257,"3,89822","43,5943",NON,OUI,"""30-07-2010""",1784,1421
2105,4890,"3,85434","43,60354",NON,OUI,"""30-07-2010""",2105,1422
795,4812,"3,85445","43,61204",OUI,OUI,"""30-07-2010""",795,1423
1039,16572,"3,85695","43,59081",OUI,OUI,"""30-07-2010""",1039,1424
1039,16572,"3,85553","43,59056",OUI,OUI,"""30-07-2010""",1039,1425
1039,16574,"3,85722","43,59038",OUI,NON,"""30-07-2010""",1039,1426
2057,5992,"3,85707","43,59077",OUI,OUI,"""30-07-2010""",2057,1427
2190,538,"3,85985","43,58835",NON,OUI,"""30-07-2010""",2190,1428
2190,538,"3,85907","43,58741",OUI,OUI,"""30-07-2010""",2190,1429
2190,1456,"3,85872","43,58725",OUI,OUI,"""30-07-2010""",2190,1430
1678,1886,"3,85687","43,58953",OUI,OUI,"""30-07-2010""",1678,1431
2057,5997,"3,85588","43,58962",OUI,OUI,"""30-07-2010""",2057,1432
2057,6635,"3,85439","43,5881",OUI,NON,"""30-07-2010""",2057,1433
3402,8069,"3,85521","43,5865",OUI,OUI,"""30-07-2010""",3402,1434
