N° Election;Election;Code Commune;Commune;N° Bureau;Bureau;Circonscritpion;Canton;Inscrits;Votants;Nuls;Blancs;Exprimés;Procurations;N° Candidat;Candidat;Nombre de Voix
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;13;Liste ROZIÈRE Virginie                            ;98
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;14;Liste BOVÉ José                                   ;93
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;15;Liste ALLIOT-MARIE Michèle                        ;82
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;16;Liste BOUSSION Joseph                             ;18
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;17;Liste LENNE Francis                               ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;18;Liste NÈGRE Anne                                  ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;19;Liste CHAMAGNE Régis                              ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;21;Liste MARTINEZ Jean-Claude                        ;8
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;22;Liste LESELLIER Pascal                            ;18
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;23;Liste JUY Monique                                 ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;24;Liste CAMUS Renaud                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;65;Ecole élémentaire Julie Daubie;2;07;1388;538;2;2;534;7;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;2;Liste TORREMOCHA Sandra                           ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;5;Liste ALIOT Louis                                 ;76
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;6;Liste ROCHEFORT Robert                            ;17
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;7;Liste MARTY Philippe                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;9;Liste MELENCHON Jean-Luc                          ;50
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;10;Liste HUSSET Marie Jeanne                         ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;11;Liste MAHUET Eric                                 ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;12;Liste POUTOU Philippe                             ;4
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;13;Liste ROZIÈRE Virginie                            ;81
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;14;Liste BOVÉ José                                   ;48
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;15;Liste ALLIOT-MARIE Michèle                        ;46
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;16;Liste BOUSSION Joseph                             ;14
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;17;Liste LENNE Francis                               ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;18;Liste NÈGRE Anne                                  ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;19;Liste CHAMAGNE Régis                              ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;21;Liste MARTINEZ Jean-Claude                        ;8
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;22;Liste LESELLIER Pascal                            ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;23;Liste JUY Monique                                 ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;24;Liste CAMUS Renaud                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;66;Ecole élémentaire Julie Daubie;2;07;1251;375;3;10;362;2;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;2;Liste TORREMOCHA Sandra                           ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;5;Liste ALIOT Louis                                 ;51
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;6;Liste ROCHEFORT Robert                            ;32
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;7;Liste MARTY Philippe                              ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;9;Liste MELENCHON Jean-Luc                          ;34
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;10;Liste HUSSET Marie Jeanne                         ;6
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;11;Liste MAHUET Eric                                 ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;12;Liste POUTOU Philippe                             ;4
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;13;Liste ROZIÈRE Virginie                            ;81
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;14;Liste BOVÉ José                                   ;93
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;15;Liste ALLIOT-MARIE Michèle                        ;58
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;16;Liste BOUSSION Joseph                             ;15
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;17;Liste LENNE Francis                               ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;18;Liste NÈGRE Anne                                  ;7
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;19;Liste CHAMAGNE Régis                              ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;21;Liste MARTINEZ Jean-Claude                        ;7
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;22;Liste LESELLIER Pascal                            ;11
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;23;Liste JUY Monique                                 ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;24;Liste CAMUS Renaud                                ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;67;Ecole élémentaire Charles Baudelaire;2;07;935;427;3;10;414;7;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;2;Liste TORREMOCHA Sandra                           ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;5;Liste ALIOT Louis                                 ;72
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;6;Liste ROCHEFORT Robert                            ;49
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;7;Liste MARTY Philippe                              ;11
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;9;Liste MELENCHON Jean-Luc                          ;37
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;10;Liste HUSSET Marie Jeanne                         ;9
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;11;Liste MAHUET Eric                                 ;4
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;12;Liste POUTOU Philippe                             ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;13;Liste ROZIÈRE Virginie                            ;78
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;14;Liste BOVÉ José                                   ;77
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;15;Liste ALLIOT-MARIE Michèle                        ;83
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;16;Liste BOUSSION Joseph                             ;24
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;17;Liste LENNE Francis                               ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;18;Liste NÈGRE Anne                                  ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;19;Liste CHAMAGNE Régis                              ;4
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;21;Liste MARTINEZ Jean-Claude                        ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;22;Liste LESELLIER Pascal                            ;13
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;23;Liste JUY Monique                                 ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;24;Liste CAMUS Renaud                                ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;68;Ecole maternelle Rudyard Kipling;2;07;1030;487;4;4;479;7;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;2;Liste TORREMOCHA Sandra                           ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;5;Liste ALIOT Louis                                 ;49
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;6;Liste ROCHEFORT Robert                            ;31
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;7;Liste MARTY Philippe                              ;6
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;9;Liste MELENCHON Jean-Luc                          ;26
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;10;Liste HUSSET Marie Jeanne                         ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;11;Liste MAHUET Eric                                 ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;12;Liste POUTOU Philippe                             ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;13;Liste ROZIÈRE Virginie                            ;61
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;14;Liste BOVÉ José                                   ;61
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;15;Liste ALLIOT-MARIE Michèle                        ;87
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;16;Liste BOUSSION Joseph                             ;16
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;17;Liste LENNE Francis                               ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;18;Liste NÈGRE Anne                                  ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;19;Liste CHAMAGNE Régis                              ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;21;Liste MARTINEZ Jean-Claude                        ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;22;Liste LESELLIER Pascal                            ;14
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;23;Liste JUY Monique                                 ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;24;Liste CAMUS Renaud                                ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;69;Ecole élémentaire Paul Langevin;2;07;836;378;2;6;370;16;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;2;Liste TORREMOCHA Sandra                           ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;5;Liste ALIOT Louis                                 ;49
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;6;Liste ROCHEFORT Robert                            ;39
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;7;Liste MARTY Philippe                              ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;9;Liste MELENCHON Jean-Luc                          ;30
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;10;Liste HUSSET Marie Jeanne                         ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;11;Liste MAHUET Eric                                 ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;12;Liste POUTOU Philippe                             ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;13;Liste ROZIÈRE Virginie                            ;77
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;14;Liste BOVÉ José                                   ;97
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;15;Liste ALLIOT-MARIE Michèle                        ;80
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;16;Liste BOUSSION Joseph                             ;21
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;17;Liste LENNE Francis                               ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;18;Liste NÈGRE Anne                                  ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;19;Liste CHAMAGNE Régis                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;21;Liste MARTINEZ Jean-Claude                        ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;22;Liste LESELLIER Pascal                            ;6
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;23;Liste JUY Monique                                 ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;24;Liste CAMUS Renaud                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;70;Ecole élémentaire Paul Langevin;2;07;1013;426;2;5;419;12;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;71;Ecole élémentaire Jeanne d'Arc;2;07;1243;592;3;10;579;15;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;71;Ecole élémentaire Jeanne d'Arc;2;07;1243;592;3;10;579;15;2;Liste TORREMOCHA Sandra                           ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;71;Ecole élémentaire Jeanne d'Arc;2;07;1243;592;3;10;579;15;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;71;Ecole élémentaire Jeanne d'Arc;2;07;1243;592;3;10;579;15;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;71;Ecole élémentaire Jeanne d'Arc;2;07;1243;592;3;10;579;15;5;Liste ALIOT Louis                                 ;60
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;71;Ecole élémentaire Jeanne d'Arc;2;07;1243;592;3;10;579;15;6;Liste ROCHEFORT Robert                            ;37
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;71;Ecole élémentaire Jeanne d'Arc;2;07;1243;592;3;10;579;15;7;Liste MARTY Philippe                              ;2
