N° Election;Election;Code Commune;Commune;N° Bureau;Bureau;Circonscritpion;Canton;Inscrits;Votants;Nuls;Blancs;Exprimés;Procurations;N° Candidat;Candidat;Nombre de Voix
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;21;Ecole élémentaire Péricles;2;03;1505;702;3;9;690;15;23;Liste JUY Monique                                 ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;21;Ecole élémentaire Péricles;2;03;1505;702;3;9;690;15;24;Liste CAMUS Renaud                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;21;Ecole élémentaire Péricles;2;03;1505;702;3;9;690;15;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;2;Liste TORREMOCHA Sandra                           ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;5;Liste ALIOT Louis                                 ;75
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;6;Liste ROCHEFORT Robert                            ;53
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;7;Liste MARTY Philippe                              ;7
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;9;Liste MELENCHON Jean-Luc                          ;44
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;10;Liste HUSSET Marie Jeanne                         ;8
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;11;Liste MAHUET Eric                                 ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;12;Liste POUTOU Philippe                             ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;13;Liste ROZIÈRE Virginie                            ;100
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;14;Liste BOVÉ José                                   ;66
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;15;Liste ALLIOT-MARIE Michèle                        ;89
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;16;Liste BOUSSION Joseph                             ;30
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;17;Liste LENNE Francis                               ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;18;Liste NÈGRE Anne                                  ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;19;Liste CHAMAGNE Régis                              ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;21;Liste MARTINEZ Jean-Claude                        ;4
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;22;Liste LESELLIER Pascal                            ;10
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;23;Liste JUY Monique                                 ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;24;Liste CAMUS Renaud                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;22;Ecole Maternelle Vasco de Gama;2;03;1003;517;4;7;506;11;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;2;Liste TORREMOCHA Sandra                           ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;5;Liste ALIOT Louis                                 ;40
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;6;Liste ROCHEFORT Robert                            ;39
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;7;Liste MARTY Philippe                              ;4
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;9;Liste MELENCHON Jean-Luc                          ;63
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;10;Liste HUSSET Marie Jeanne                         ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;11;Liste MAHUET Eric                                 ;10
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;12;Liste POUTOU Philippe                             ;6
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;13;Liste ROZIÈRE Virginie                            ;90
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;14;Liste BOVÉ José                                   ;119
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;15;Liste ALLIOT-MARIE Michèle                        ;53
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;16;Liste BOUSSION Joseph                             ;32
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;17;Liste LENNE Francis                               ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;18;Liste NÈGRE Anne                                  ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;19;Liste CHAMAGNE Régis                              ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;21;Liste MARTINEZ Jean-Claude                        ;6
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;22;Liste LESELLIER Pascal                            ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;23;Liste JUY Monique                                 ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;24;Liste CAMUS Renaud                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;23;Ecole Maternelle la Fontaine;2;03;1041;490;0;10;480;20;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;2;Liste TORREMOCHA Sandra                           ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;5;Liste ALIOT Louis                                 ;81
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;6;Liste ROCHEFORT Robert                            ;40
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;7;Liste MARTY Philippe                              ;4
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;9;Liste MELENCHON Jean-Luc                          ;63
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;10;Liste HUSSET Marie Jeanne                         ;6
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;11;Liste MAHUET Eric                                 ;4
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;12;Liste POUTOU Philippe                             ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;13;Liste ROZIÈRE Virginie                            ;103
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;14;Liste BOVÉ José                                   ;134
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;15;Liste ALLIOT-MARIE Michèle                        ;67
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;16;Liste BOUSSION Joseph                             ;36
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;17;Liste LENNE Francis                               ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;18;Liste NÈGRE Anne                                  ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;19;Liste CHAMAGNE Régis                              ;7
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;21;Liste MARTINEZ Jean-Claude                        ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;22;Liste LESELLIER Pascal                            ;12
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;23;Liste JUY Monique                                 ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;24;Liste CAMUS Renaud                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;24;Ecole élémentaire Jules Verne;2;03;1428;591;2;14;575;15;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;2;Liste TORREMOCHA Sandra                           ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;5;Liste ALIOT Louis                                 ;89
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;6;Liste ROCHEFORT Robert                            ;84
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;7;Liste MARTY Philippe                              ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;9;Liste MELENCHON Jean-Luc                          ;41
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;10;Liste HUSSET Marie Jeanne                         ;10
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;11;Liste MAHUET Eric                                 ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;12;Liste POUTOU Philippe                             ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;13;Liste ROZIÈRE Virginie                            ;123
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;14;Liste BOVÉ José                                   ;158
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;15;Liste ALLIOT-MARIE Michèle                        ;156
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;16;Liste BOUSSION Joseph                             ;25
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;17;Liste LENNE Francis                               ;7
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;18;Liste NÈGRE Anne                                  ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;19;Liste CHAMAGNE Régis                              ;6
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;20;Liste GHAZOUANE Sami                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;21;Liste MARTINEZ Jean-Claude                        ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;22;Liste LESELLIER Pascal                            ;16
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;23;Liste JUY Monique                                 ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;24;Liste CAMUS Renaud                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;25;Ecole élémentaire Jules Verne;2;03;1497;746;6;5;735;22;25;Liste GROS Martine                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;2;Liste TORREMOCHA Sandra                           ;7
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;5;Liste ALIOT Louis                                 ;99
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;6;Liste ROCHEFORT Robert                            ;66
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;7;Liste MARTY Philippe                              ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;9;Liste MELENCHON Jean-Luc                          ;52
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;10;Liste HUSSET Marie Jeanne                         ;8
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;11;Liste MAHUET Eric                                 ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;12;Liste POUTOU Philippe                             ;7
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;13;Liste ROZIÈRE Virginie                            ;113
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;14;Liste BOVÉ José                                   ;82
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;15;Liste ALLIOT-MARIE Michèle                        ;109
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;16;Liste BOUSSION Joseph                             ;32
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;17;Liste LENNE Francis                               ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;18;Liste NÈGRE Anne                                  ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;19;Liste CHAMAGNE Régis                              ;4
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;20;Liste GHAZOUANE Sami                              ;1
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;21;Liste MARTINEZ Jean-Claude                        ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;22;Liste LESELLIER Pascal                            ;16
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;23;Liste JUY Monique                                 ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;24;Liste CAMUS Renaud                                ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;26;Ecole élémentaire Sigmund Freud;2;03;1336;626;4;10;612;15;25;Liste GROS Martine                                ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;1;Liste HONDEMA-MOKRANE Faïrouz                     ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;2;Liste TORREMOCHA Sandra                           ;2
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;3;Liste TELLECHEA Jean                              ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;4;Liste COUROSSE Gaël                               ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;5;Liste ALIOT Louis                                 ;70
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;6;Liste ROCHEFORT Robert                            ;76
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;7;Liste MARTY Philippe                              ;5
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;8;Liste PRADALIER Nicole                            ;0
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;9;Liste MELENCHON Jean-Luc                          ;44
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;10;Liste HUSSET Marie Jeanne                         ;8
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;11;Liste MAHUET Eric                                 ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;12;Liste POUTOU Philippe                             ;3
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;13;Liste ROZIÈRE Virginie                            ;126
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;14;Liste BOVÉ José                                   ;106
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;15;Liste ALLIOT-MARIE Michèle                        ;125
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;16;Liste BOUSSION Joseph                             ;24
277;Election du Parlement Européen - Scrutin du 25 Mai 2014;34172;Montpellier;27;Ecole élémentaire Sigmund Freud;2;03;1267;635;1;9;625;17;17;Liste LENNE Francis                               ;5
