"OBJECTID,N,10,0","IDENT,C,254","NOM,C,254","VLEGALE,N,19,8","REF,C,254","DDEBUT,D","DFIN,D","SENS,C,254","PHJM,N,19,8","PHJS,N,19,8","TJM,N,19,8","COMMENTAIR,C,254","MOIS,N,19,8","ANNEE,N,19,8","TYPECOMPTA,C,50","IDENTSIG,N,19,10"
960,1897TR5679,Rue Rondelet,50,206_002_01,01/02/06,07/02/06,Rondelet-Michel,410,409,5157,#N/A,2,2006,Pneumatique,5679
965,1897TR5678,Rue Rondelet,50,106_003_01,01/02/06,07/02/06,Rondelet-Michel,473,581,5428,#N/A,2,2006,Pneumatique,5678
1648,1884TR1823,Rue Robespierre,30,220_001_02,09/01/09,15/01/09,Impasse-Lavérune,50,55,385,#N/A,1,2009,Pneumatique,1823
1647,1884TR1823,Rue Robespierre,30,220_001_01,09/01/09,15/01/09,Lavérune-Impasse,57,44,359,#N/A,1,2009,Pneumatique,1823
662,1884TR1840,Rue Robespierre,50,864_013_02,10/12/03,16/12/03,Impasse-Laverune,29,40,265,#N/A,12,2003,Pneumatique,1840
661,1884TR1840,Rue Robespierre,50,864_013_01,10/12/03,16/12/03,Laverune-Impasse,46,52,318,#N/A,12,2003,Pneumatique,1840
2144,1876TR911,Rue Richelieu,50,203_011_01,06/10/10,12/10/10,Molière-Diderot,44,114,512,#N/A,10,2010,Pneumatique,911
1864,2963TR284,Rue René Grousset,50,219_007_01,02/10/09,08/10/09,Maspero-Grousset,14,20,113,#N/A,10,2009,Pneumatique,284
1277,1842TR791,Rue Rambaud,50,210_010_01,20/06/07,26/06/07,Desmazes-Toiras,82,69,567,R.A.S,6,2007,Pneumatique,791
977,1842TR791,Rue Rambaud,30,205_002_01,08/03/06,14/03/06,Desmazes-Toiras,121,102,690,#N/A,3,2006,Pneumatique,791
2472,2543TR543,Rue Raimu,50,211_008_01,01/10/11,07/10/11,Blier-Bounin,64,47,355,#N/A,10,2011,Pneumatique,543
2473,2543TR543,Rue Raimu,50,211_008_02,01/10/11,07/10/11,Bounin-Blier,30,62,339,#N/A,10,2011,Pneumatique,543
326,2543TR551,Rue Raimu,50,RAIM.001,04/06/99,10/06/99,Bounin-Blier,31,29,259,#N/A,6,1999,Pneumatique,551
327,2543TR551,Rue Raimu,50,RAIM.002,04/06/99,10/06/99,Blier-Bounin,34,32,277,#N/A,6,1999,Pneumatique,551
15,2543TR562,Rue Raimu,50,RAIM.001,30/04/96,06/05/96,Trancavel-Bounin,39,35,258,#N/A,4,1996,Pneumatique,562
16,2543TR562,Rue Raimu,50,RAIM.011,30/04/96,06/05/96,Bounin-Trancavel,28,29,268,#N/A,4,1996,Pneumatique,562
2623,1823TR3993,Rue Proudhon,50,2065_007_01,21/05/12,27/05/12,Combes-81e RI,428,390,3937,#N/A,5,2012,Magnétique,3993
2548,1823TR3993,Rue Proudhon,50,2020_002_01,14/01/12,20/01/12,Beau Art-81emes,481,487,4900,#N/A,1,2012,Magnétique,3993
2143,1823TR56,Rue Proudhon,50,211_004_01,28/09/10,04/10/10,Beauxarts-81èmeRI,471,478,4670,#N/A,9,2010,Pneumatique,56
737,1823TR55,Rue Proudhon,50,212_007_01,25/06/04,01/07/04,Arts-81RI,462,491,4836,#N/A,6,2004,Pneumatique,55
3125,1815TR20576,Rue Professeur Léon Vallois,50,219_ 002_01,14/05/13,20/05/13,Mermoz_Nîmes,379,493,3456,#N/A,5,2013,Pneumatique,20576
2742,1815TR20576,Rue Professeur Léon Vallois,50,216_004_01,12/10/12,18/10/12,Mermoz-Nîmes,315,489,4353,#N/A,10,2012,Pneumatique,20576
2685,1815TR20576,Rue Professeur Léon Vallois,50,216_003_01,07/09/12,13/09/12,Mermoz-Nîmes,281,371,4060,#N/A,9,2012,Pneumatique,20576
2672,1815TR20576,Rue Professeur Léon Vallois,50,216_002_01,17/08/12,23/08/12,Mermoz-Nîmes,134,209,2099,#N/A,8,2012,Pneumatique,20576
375,1815TR3932,Rue Professeur Léon Vallois,50,NOVE.022,06/04/00,12/04/00,Pepiniere-Nimes,293,504,5246,#N/A,4,2000,Pneumatique,3932
186,1815TR3932,Rue Professeur Léon Vallois,50,VALL.002,16/09/97,22/09/97,Rimbaud-Novembre,199,277,2448,#N/A,9,1997,Pneumatique,3932
2254,3230TR6762,Rue Professeur Henri Serre,50,216_002_01,27/01/11,02/02/11,Bertrand-Broussonnet,450,381,4441,#N/A,1,2011,Pneumatique,6762
1445,3230TR6762,Rue Professeur Henri Serre,50,219_002_01,28/04/08,04/05/08,Tanneurs-Broussonnet,547,470,5457,#N/A,4,2008,Pneumatique,6762
931,3230TR6761,Rue Professeur Henri Serre,50,846_012_01,15/12/05,21/12/05,Charles-Broussonnet,563,504,6259,Compteur défectueux,12,2005,Pneumatique,6761
678,3230TR6761,Rue Professeur Henri Serre,50,872_004_01,30/01/04,05/02/04,Bertrand-Broussonnet,917,811,9000,#N/A,1,2004,Pneumatique,6761
1659,2368TR1551,Rue Professeur Henri Roseau,30,218_001_01,13/01/09,19/01/09,Angouléme-Camus,243,218,2032,#N/A,1,2009,Pneumatique,1551
1660,2368TR1551,Rue Professeur Henri Roseau,30,218_001_02,13/01/09,19/01/09,Camus-Angouléme,191,372,2159,#N/A,1,2009,Pneumatique,1551
1368,2368TR1624,Rue Professeur Henri Roseau,50,214_001_02,09/01/08,15/01/08,Camus-Angoulème,218,274,1904,#N/A,1,2008,Pneumatique,1624
1367,2368TR1624,Rue Professeur Henri Roseau,50,214_001_01,09/01/08,15/01/08,Angoulème-Camus,299,222,2116,#N/A,1,2008,Pneumatique,1624
1323,2368TR1624,Rue Professeur Henri Roseau,50,209_005_01,23/11/07,29/11/07,Angoulème-Camus,196,219,1704,R.A.S,11,2007,Pneumatique,1624
1324,2368TR1624,Rue Professeur Henri Roseau,50,209_005_02,23/11/07,29/11/07,Camus- Angoulème,156,311,1719,R.A.S,11,2007,Pneumatique,1624
1165,2368TR1551,Rue Professeur Henri Roseau,50,208_010_02,06/12/06,12/12/06,Marquerose-Angouleme,335,373,2428,#N/A,12,2006,Pneumatique,1551
1164,2368TR1551,Rue Professeur Henri Roseau,50,208_010_01,06/12/06,12/12/06,Angouleme-Marquerose,168,232,2145,#N/A,12,2006,Pneumatique,1551
206,2368TR1530,Rue Professeur Henri Roseau,50,ROSE.002,08/11/97,14/11/97,Marquerose-Angouleme,31,53,384,#N/A,11,1997,Pneumatique,1530
207,2368TR1530,Rue Professeur Henri Roseau,50,ROSE.001,08/11/97,14/11/97,Angouleme-Marquerose,57,50,462,#N/A,11,1997,Pneumatique,1530
1467,1791TR4297,Rue Pouget,30,222_001_01,05/06/08,11/06/08,Epee-Cazeirgues,42,41,318,#N/A,6,2008,Pneumatique,4297
1468,1791TR4094,Rue Pouget,30,224_003_01,05/06/08,11/06/08,Epee-Cazeirgues,46,42,326,#N/A,6,2008,Pneumatique,4094
3230,2935TR6784,Rue Poséidon,9999,CT67_2013-03-18.xls,18/03/13,24/03/13,Cartier-Aéroport,115,127,1388,,3,2013,Regulation,6784
3107,2935TR6784,Rue Poséidon,9999,CT67_2013-03-18.xls,18/03/13,24/03/13,Cartier-Aéroport,115,127,1388,,3,2013,Regulation,6784
2888,2935TR6784,Rue Poséidon,9999,CT67_2012-11-19.xls,19/11/12,25/11/12,Cartier-Aéroport,115,129,1415,0,11,2012,Regulation,6784
2827,2935TR6784,Rue Poséidon,9999,CT67_2012-03-19.xls,19/03/12,25/03/12,Cartier-Aéroport,126,132,1425,0,3,2012,Regulation,6784
2344,2935TR6784,Rue Poséidon,9999,CT67_2011-03-21.xls,21/03/11,27/03/11,Cartier-Aéroport,137,146,1587,0,3,2011,Regulation,6784
1149,2935TR6069,Rue Poséidon,50,217_010_01,11/11/06,17/11/06,Juvenal-Cartier,140,162,1279,#N/A,11,2006,Pneumatique,6069
1147,2935TR6784,Rue Poséidon,50,202_012_01,11/11/06,17/11/06,Aeroport-Cartier,128,318,1687,#N/A,11,2006,Pneumatique,6784
1947,1774TR96,Rue Poitevine,50,204_005_01,08/02/10,14/02/10,Ledru-Amandier,13,8,50,#N/A,2,2010,Pneumatique,96
2219,1765TR4718,Rue Plantade,50,1572_001_01,07/01/11,13/01/11,Montcalm-Courreau,59,32,178,#N/A,1,2011,Magnétique,4718
2008,1765TR4718,Rue Plantade,30,1565_002_01,03/04/10,09/04/10,Montcalm-Courreau,74,152,468,#N/A,4,2010,Magnétique,4718
720,1765TR4718,Rue Plantade,50,1374_001_01,28/05/04,03/06/04,Giral-Courreau,32,20,63,#N/A,5,2004,Pneumatique,4718
906,1757TR5098,Rue Placentin,50,277_015_01,22/11/05,28/11/05,Foch-Placentin,27,24,175,#N/A,11,2005,Pneumatique,5098
745,1757TR5098,Rue Placentin,50,1932_002_01,21/09/04,27/09/04,Foch-Palais,58,44,481,#N/A,9,2004,Pneumatique,5098
3228,1754TR4757,Rue Pitot,9999,CT49_2013-03-18.xls,18/03/13,24/03/13,Assas-Henry IV,0,1,1,,3,2013,Regulation,4757
3105,1754TR4757,Rue Pitot,9999,CT49_2013-03-18.xls,18/03/13,24/03/13,Assas-Henry IV,0,1,1,,3,2013,Regulation,4757
3229,1754TR4757,Rue Pitot,9999,CT48_2013-03-18.xls,18/03/13,24/03/13,Henry IV-Assas,140,109,1384,,3,2013,Regulation,4757
3106,1754TR4757,Rue Pitot,9999,CT48_2013-03-18.xls,18/03/13,24/03/13,Henry IV-Assas,140,109,1384,,3,2013,Regulation,4757
2887,1754TR4757,Rue Pitot,9999,CT48_2012-11-19.xls,19/11/12,25/11/12,Henry IV-Assas,174,158,1588,0,11,2012,Regulation,4757
2886,1754TR4757,Rue Pitot,9999,CT49_2012-11-19.xls,19/11/12,25/11/12,Assas-Henry IV,0,0,0,0,11,2012,Regulation,4757
2609,1754TR4756,Rue Pitot,50,1589_005_02,03/04/12,09/04/12,Blottière-Paladilhe,361,440,3446,#N/A,4,2012,Magnétique,4756
2608,1754TR4756,Rue Pitot,50,1393_005_01,03/04/12,09/04/12,Paladilhe-Blottière,300,416,4080,#N/A,4,2012,Magnétique,4756
2826,1754TR4757,Rue Pitot,9999,CT48_2012-03-19.xls,19/03/12,25/03/12,Henry IV-Assas,177,158,1677,0,3,2012,Regulation,4757
2825,1754TR4757,Rue Pitot,9999,CT49_2012-03-19.xls,19/03/12,25/03/12,Assas-Henry IV,1053,1053,1494,0,3,2012,Regulation,4757
2343,1754TR4757,Rue Pitot,9999,CT48_2011-03-21.xls,21/03/11,27/03/11,Henry IV-Assas,177,153,1831,0,3,2011,Regulation,4757
2342,1754TR4757,Rue Pitot,9999,CT49_2011-03-21.xls,21/03/11,27/03/11,Assas-Henry IV,108,145,1435,0,3,2011,Regulation,4757
861,1754TR4757,Rue Pitot,50,1374_003_01,14/09/05,20/09/05,Assas-Vialleton,908,826,5348,Compteur défectueux,9,2005,Pneumatique,4757
862,1754TR4756,Rue Pitot,50,1560_005_02,14/09/05,20/09/05,Vialleton-Assas,334,471,3266,#N/A,9,2005,Pneumatique,4756
575,1754TR4756,Rue Pitot,50,856_002_02,30/01/03,05/02/03,Assas-Aviler,694,621,8201,#N/A,1,2003,Pneumatique,4756
574,1754TR4756,Rue Pitot,50,856_002_01,30/01/03,05/02/03,Aviler-Assas,178,307,2587,#N/A,1,2003,Pneumatique,4756
2970,1740TR3389,Rue Pierre Semard,50,2293_003_01,30/01/13,05/02/13,Astier_Marres,207,179,1388,,1,2013,Magnétique,3389
2971,1740TR3389,Rue Pierre Semard,50,2303_003_02,30/01/13,05/02/13,Marres_Astier,222,325,2140,,1,2013,Magnétique,3389
1342,2500TR1499,Rue Pierre Corneille,50,204_009_01,23/11/07,29/11/07,Maurin-Marquerose,199,511,2406,R.A.S,11,2007,Pneumatique,1499
1343,2500TR1499,Rue Pierre Corneille,50,212_017_01,23/11/07,29/11/07,Marquerose-Maurin,269,194,1806,Rapport Lissé,11,2007,Pneumatique,1499
1336,2500TR1504,Rue Pierre Corneille,50,213_010_02,23/11/07,29/11/07,Passerines-Marquerose,64,153,733,R.A.S,11,2007,Pneumatique,1504
1335,2500TR1504,Rue Pierre Corneille,50,213_010_01,23/11/07,29/11/07,Marquerose-Passerines,89,69,473,R.A.S,11,2007,Pneumatique,1504
832,2500TR1504,Rue Pierre Corneille,50,864_010_02,04/06/05,10/06/05,Maurin-Marquerose,52,129,673,#N/A,6,2005,Pneumatique,1504
831,2500TR1504,Rue Pierre Corneille,50,864_010_01,04/06/05,10/06/05,Marquerose-Maurin,232,166,1198,#N/A,6,2005,Pneumatique,1504
2906,1731TR11736,Rue Pierre Causse,30,2324_003_01,27/11/12,03/12/12,Berlioz-Piscine,270,316,2342,0,11,2012,Magnétique,11736
2051,1731TR6331,Rue Pierre Causse,50,209_007_01,04/06/10,10/06/10,Liberté-Guesde,434,407,3713,#N/A,6,2010,Pneumatique,6331
1422,1731TR4964,Rue Pierre Causse,30,219_001_01,29/03/08,04/04/08,Liberté-Causse,298,324,2774,#N/A,3,2008,Pneumatique,4964
1424,1731TR6331,Rue Pierre Causse,30,212_005_01,29/03/08,04/04/08,Liberté-Causse,305,350,1546,#N/A,3,2008,Pneumatique,6331
828,1731TR6331,Rue Pierre Causse,30,872_011_01,02/06/05,08/06/05,Liberte-Guesde,178,302,2195,#N/A,6,2005,Pneumatique,6331
2619,1730TR2663,Rue Pierre Cardenal,50,2525_007_01,21/04/12,27/04/12,Jaufre-Peyre,29,49,379,#N/A,4,2012,Magnétique,2663
2620,1730TR2663,Rue Pierre Cardenal,50,2017_007_02,21/04/12,27/04/12,Peyre-Jaufre,36,39,288,#N/A,4,2012,Magnétique,2663
1715,1730TR2663,Rue Pierre Cardenal,50,215_003_01,13/03/09,19/03/09,Orange-Peyre,38,44,297,Rapport Lissé,3,2009,Pneumatique,2663
1716,1730TR2663,Rue Pierre Cardenal,50,215_003_02,13/03/09,19/03/09,Peyre-Orange,41,49,318,Rapport Lissé,3,2009,Pneumatique,2663
545,1730TR2775,Rue Pierre Cardenal,50,864.000.01,07/11/02,13/11/02,Peyre-Orange,83,96,1067,#N/A,11,2002,Pneumatique,2775
546,1730TR2775,Rue Pierre Cardenal,50,864.002.02,07/11/02,13/11/02,Orange-Peyre,75,116,1174,#N/A,11,2002,Pneumatique,2775
461,1730TR2775,Rue Pierre Cardenal,50,CARD.001,07/06/01,13/06/01,Peyre-Orange,83,83,1045,#N/A,6,2001,Pneumatique,2775
462,1730TR2775,Rue Pierre Cardenal,50,CARD.002,07/06/01,13/06/01,Orange-Peyre,73,105,1139,#N/A,6,2001,Pneumatique,2775
2074,3336TR6698,Rue Philippe Castan,50,209_008_01,16/06/10,22/06/10,Roqueturière-Calenda,48,55,378,#N/A,6,2010,Pneumatique,6698
2075,3336TR6698,Rue Philippe Castan,50,209_008_02,16/06/10,22/06/10,Calenda-Roqueturière,64,56,399,#N/A,6,2010,Pneumatique,6698
1478,3336TR6698,Rue Philippe Castan,50,210_004_01,18/06/08,24/06/08,Roqueturiere-Calenda,45,58,447,#N/A,6,2008,Pneumatique,6698
1479,3336TR6698,Rue Philippe Castan,50,210_004_02,18/06/08,24/06/08,Calenda-Roqueturiere,55,43,391,#N/A,6,2008,Pneumatique,6698
1891,1676TR2273,Rue Paul Rimbaud,50,215_011_01,12/12/09,18/12/09,Lodève-Alco,336,235,2045,#N/A,12,2009,Pneumatique,2273
1892,1676TR2273,Rue Paul Rimbaud,50,215_011_02,12/12/09,18/12/09,Alco-Lodève,404,572,4261,#N/A,12,2009,Pneumatique,2273
1733,1676TR2455,Rue Paul Rimbaud,50,204_004_01,18/03/09,24/03/09,Lodève-Alco,168,202,1651,#N/A,3,2009,Pneumatique,2455
1710,1676TR2455,Rue Paul Rimbaud,50,201_002_02,06/03/09,12/03/09,Alco-Lodève,228,320,2861,#N/A,3,2009,Pneumatique,2455
1734,1676TR2455,Rue Paul Rimbaud,50,204_004_02,18/03/09,24/03/09,Alco-Lodève,215,288,1952,#N/A,3,2009,Pneumatique,2455
1709,1676TR2455,Rue Paul Rimbaud,50,201_002_01,06/03/09,12/03/09,Lodève-Alco,197,220,2360,#N/A,3,2009,Pneumatique,2455
1459,1676TR4449,Rue Paul Rimbaud,50,219_003_01,06/06/08,12/06/08,Bringuier-Rimbaud,803,728,9372,#N/A,6,2008,Pneumatique,4449
1460,1676TR4452,Rue Paul Rimbaud,50,204_004_01,06/06/08,12/06/08,Mares-Carrieu,609,615,8449,Rapport Lissé,6,2008,Pneumatique,4452
1461,1676TR4452,Rue Paul Rimbaud,50,204_004_02,06/06/08,12/06/08,Carrieu-Mares,752,665,8913,Rapport Lissé,6,2008,Pneumatique,4452
1458,1676TR4449,Rue Paul Rimbaud,50,210_003_01,06/06/08,12/06/08,Rimbaud-Bringuier,778,860,10220,Rapport Lissé,6,2008,Pneumatique,4449
1210,1676TR4391,Rue Paul Rimbaud,50,208_002_01,20/03/07,26/03/07,Mares-Carrieu,900,1101,6826,Tube coupé,3,2007,Pneumatique,4391
1211,1676TR4391,Rue Paul Rimbaud,50,213_002_01,20/03/07,26/03/07,Carrieu-Mares,676,684,8134,R.A.S,3,2007,Pneumatique,4391
892,1676TR2455,Rue Paul Rimbaud,50,845_016_01,08/11/05,14/11/05,Carrieu-Lodeve,212,290,2400,#N/A,11,2005,Pneumatique,2455
893,1676TR2455,Rue Paul Rimbaud,50,845_016_02,08/11/05,14/11/05,Lodeve-Carrieu,232,247,2050,#N/A,11,2005,Pneumatique,2455
655,1676TR2277,Rue Paul Rimbaud,50,864_012_02,21/11/03,27/11/03,Mares-Lodeve,280,314,2619,#N/A,11,2003,Pneumatique,2277
654,1676TR2277,Rue Paul Rimbaud,50,864_012_01,21/11/03,27/11/03,Lodeve-Mares,294,285,2344,#N/A,11,2003,Pneumatique,2277
135,1676TR4422,Rue Paul Rimbaud,50,RIMB.001,06/05/97,12/05/97,Carrieu-Mares,1005,973,10906,#N/A,5,1997,Pneumatique,4422
139,1676TR4457,Rue Paul Rimbaud,50,RIMB.021,06/05/97,12/05/97,Mares-Alco,27,58,485,#N/A,5,1997,Pneumatique,4457
138,1676TR4457,Rue Paul Rimbaud,50,RIMB.011,06/05/97,12/05/97,Mares-Alco,326,474,3041,#N/A,5,1997,Pneumatique,4457
2716,1673TR733,Rue Paul Lacroix,50,2291_004_01,02/10/12,08/10/12,Anterieu-Figuerolles,39,54,161,#N/A,9,2012,Magnétique,733
1466,1671TR4089,Rue Paul Dukas,30,217_005_01,05/06/08,11/06/08,Debuddy-Pouget,18,38,136,#N/A,6,2008,Pneumatique,4089
1847,3262TR6504,Rue Paul Choulot,50,209_005_02,09/10/09,15/10/09,Fes-Alphand,5,6,22,#N/A,10,2009,Pneumatique,6504
1846,3262TR6504,Rue Paul Choulot,50,209_005_01,09/10/09,15/10/09,Alphand-Fes,80,79,721,#N/A,10,2009,Pneumatique,6504
2175,1661TR4198,Rue Pasteur,50,208_009_02,08/10/10,14/10/10,Nozeran-Bertrand,4,4,9,#N/A,10,2010,Pneumatique,4198
2174,1661TR4198,Rue Pasteur,50,208_009_01,08/10/10,14/10/10,Bertrand-Nozeran,92,93,717,#N/A,10,2010,Pneumatique,4198
2612,1635TR870,Rue Pagézy,50,1469_006_01,31/03/12,06/04/12,Maguelone-République,33,40,289,#N/A,3,2012,Magnétique,870
2611,1635TR870,Rue Pagézy,50,1579_006_01,31/03/12,06/04/12,Maguelone-République,24,26,124,#N/A,3,2012,Magnétique,870
2456,1635TR886,Rue Pagézy,50,2082_005_01,10/09/11,16/09/11,République-Levat,56,53,658,#N/A,9,2011,Magnétique,886
511,1635TR870,Rue Pagézy,50,1936.001.02,30/04/02,06/05/02,Republique-Maguelone,247,277,2688,#N/A,4,2002,Pneumatique,870
510,1635TR870,Rue Pagézy,50,1936.001.01,30/04/02,06/05/02,Maguelone-Republique,251,283,1378,#N/A,4,2002,Pneumatique,870
2198,2216TR19452,Rue Olof Palme,50,201_007_01,10/12/10,16/12/10,Sartre-Bessede,68,115,604,#N/A,12,2010,Pneumatique,19452
2199,2216TR19452,Rue Olof Palme,50,201_007_02,10/12/10,16/12/10,Bessede-Sartre,6,9,46,#N/A,12,2010,Pneumatique,19452
1493,2216TR415,Rue Olof Palme,30,221_003_01,21/06/08,27/06/08,Balmes-Sartre,54,58,409,#N/A,6,2008,Pneumatique,415
1494,2216TR415,Rue Olof Palme,30,221_003_02,21/06/08,27/06/08,Sartre-Balme,44,82,411,#N/A,6,2008,Pneumatique,415
2176,1609TR4116,Rue Nozeran,50,1589_007_01,08/10/10,14/10/10,Chamayou-Moquin,84,86,627,#N/A,10,2010,Magnétique,4116
2177,1609TR4116,Rue Nozeran,50,1562_008_02,08/10/10,14/10/10,Moquin-Chamayou,68,77,498,#N/A,10,2010,Magnétique,4116
1899,2182TR427,Rue Nelson Mandela,50,203_001_02,06/01/10,12/01/10,Pierre-Tibèriade,44,114,161,#N/A,1,2010,Pneumatique,427
1898,2182TR427,Rue Nelson Mandela,50,203_001_01,06/01/10,12/01/10,Tibèriade-Pierre,44,50,128,#N/A,1,2010,Pneumatique,427
1491,2182TR427,Rue Nelson Mandela,30,219_004_01,21/06/08,27/06/08,Pierre-Tiberiade,80,115,901,#N/A,6,2008,Pneumatique,427
1492,2182TR427,Rue Nelson Mandela,30,219_004_02,21/06/08,27/06/08,Tiberiade-Pierre,138,110,1061,#N/A,6,2008,Pneumatique,427
530,1556TR4099,Rue Moquin-Tandon,50,1560.004.01,13/06/02,19/06/02,Caizergues-Godechot,230,168,1829,#N/A,6,2002,Pneumatique,4099
1919,1554TR5196,Rue Montpellieret,50,214_001_01,25/01/10,31/01/10,Nouvelles-Monnaie,72,62,490,#N/A,1,2010,Pneumatique,5196
923,1554TR5196,Rue Montpellieret,50,1012_003_01,06/12/05,12/12/05,Nouvelle-Zonep,47,41,321,#N/A,12,2005,Pneumatique,5196
1671,1550TR6006,Rue Montels Saint Pierre,50,202_001_01,21/01/09,27/01/09,St Pierre-Marché Gare,465,391,3461,#N/A,1,2009,Pneumatique,6006
1672,1550TR6006,Rue Montels Saint Pierre,50,202_001_02,21/01/09,27/01/09,Marché Gare-St Pierre,432,614,3840,#N/A,1,2009,Pneumatique,6006
2218,1546TR4719,Rue Montcalm,50,1561_001_01,07/01/11,13/01/11,Giral-Courreau,33,51,195,#N/A,1,2011,Magnétique,4719
1506,1542TR1592,Rue Monge,50,222_003_02,12/09/08,18/09/08,Maurin-Cléophas,25,22,191,#N/A,9,2008,Pneumatique,1592
1505,1542TR1592,Rue Monge,50,222_003_01,12/09/08,18/09/08,Cléophas-Maurin,27,43,336,#N/A,9,2008,Pneumatique,1592
1772,3329TR6669,Rue Mohammed V,50,219_004_02,16/05/09,22/05/09,Pilory-Fontcaude,140,198,1376,#N/A,5,2009,Pneumatique,6669
1771,3329TR6669,Rue Mohammed V,50,219_004_01,16/05/09,22/05/09,Fontcaude-Pilory,162,121,1053,#N/A,5,2009,Pneumatique,6669
785,3329TR6669,Rue Mohammed V,50,872_006_02,01/03/05,07/03/05,Fontcaude-Pilory,107,86,74,#N/A,3,2005,Pneumatique,6669
784,3329TR6669,Rue Mohammed V,50,872_006_01,01/03/05,07/03/05,Pilory-Fontcaude,158,99,233,#N/A,3,2005,Pneumatique,6669
2021,1536TR6269,Rue Mion Saint Michel,30,203_007_01,28/04/10,04/05/10,Leclerc-Vachet,107,148,1197,#N/A,4,2010,Pneumatique,6269
1192,1536TR6269,Rue Mion Saint Michel,50,211_001_01,16/01/07,22/01/07,Leclerc-Cypres,53,75,510,#N/A,1,2007,Pneumatique,6269
241,1536TR6269,Rue Mion Saint Michel,50,MION.001,05/06/98,11/06/98,Leclerc-Vachet,36,61,466,#N/A,6,1998,Pneumatique,6269
2366,1531TR7107,Rue Michelet,50,1579_005_01,30/03/11,05/04/11,Comédie-Olympie,231,187,1647,#N/A,3,2011,Magnétique,7107
2367,1531TR7107,Rue Michelet,50,2027_001_02,30/03/11,05/04/11,Olympie-Comédie,271,273,2973,#N/A,3,2011,Magnétique,7107
1700,1531TR7228,Rue Michelet,50,205_003_01,27/02/09,05/03/09,Tunnel-Olympie,444,381,4419,#N/A,2,2009,Pneumatique,7228
774,1531TR6344,Rue Michelet,50,845_002_01,18/01/05,24/01/05,Comedie-Olympie,506,593,4485,#N/A,1,2005,Pneumatique,6344
183,1531TR6344,Rue Michelet,50,MICH.002,17/09/97,23/09/97,Comedie-Olympie,326,470,4441,#N/A,9,1997,Pneumatique,6344
2276,1530TR6343,Rue Michel Vernière,50,1473_003_01,17/02/11,23/02/11,Verdanson-Corum,117,54,70,#N/A,2,2011,Magnétique,6343
2275,1530TR6343,Rue Michel Vernière,50,1459_003_01,17/02/11,23/02/11,Verdanson-Corum,298,261,2597,#N/A,2,2011,Magnétique,6343
2084,3219TR,Rue Michel Crépeau,50,208_007_01,29/06/10,05/07/10,Exupery-Perette,15,37,225,#N/A,6,2010,Pneumatique,0
2085,3219TR,Rue Michel Crépeau,50,208_007_02,29/06/10,05/07/10,Perette-Exupery,49,26,270,#N/A,6,2010,Magnétique,0
2033,2461TR1532,Rue Michel Colucci dit Coluche,50,1572_002_02,29/04/10,05/05/10,Marquerose-Bounin,90,112,725,#N/A,4,2010,Magnétique,1532
2032,2461TR1532,Rue Michel Colucci dit Coluche,50,1565_003_01,29/04/10,05/05/10,Bounin-Marquerose,156,220,1273,#N/A,4,2010,Magnétique,1532
387,2461TR1537,Rue Michel Colucci dit Coluche,50,COLU.001,24/05/00,30/05/00,Marquerose-Angouleme,37,73,464,#N/A,5,2000,Pneumatique,1537
388,2461TR1537,Rue Michel Colucci dit Coluche,50,COLU.002,24/05/00,30/05/00,Angouleme-Marquerose,81,57,512,#N/A,5,2000,Pneumatique,1537
1851,1509TR2892,Rue Maurice Chauvet,50,205_007_02,16/09/09,22/09/09,Brusses-Parguel,22,17,118,#N/A,9,2009,Pneumatique,2892
1850,1509TR2892,Rue Maurice Chauvet,50,205_007_01,16/09/09,22/09/09,Parguel-Brusses,15,18,135,#N/A,9,2009,Pneumatique,2892
2748,1507TR972,Rue Mathieu Laurens,50,2303_003_01,17/10/12,23/10/12,Vaissière-Faulquier,236,185,1372,#N/A,10,2012,Magnétique,972
548,1456TR4450,Rue Marius Carrieu,50,1374.002.01,07/11/02,13/11/02,Rimbaud-Bringuier,884,935,11113,#N/A,11,2002,Pneumatique,4450
523,1456TR4450,Rue Marius Carrieu,50,856.001.01,23/05/02,29/05/02,Rimbaud-Bringuier,842,872,1654,Compteur défectueux,5,2002,Pneumatique,4450
140,1456TR4450,Rue Marius Carrieu,50,CARR.011,06/05/97,12/05/97,Mares-Bringuier,780,1036,11402,#N/A,5,1997,Pneumatique,4450
141,1456TR4450,Rue Marius Carrieu,50,CARR.021,06/05/97,12/05/97,Bringuier-Rimbaud,1177,1087,11666,#N/A,5,1997,Pneumatique,4450
3532,1455TR4645,Rue Marioge,20,2335_010_01,06/09/13,12/09/13,Duval-Jouve_Subleyras,144,162,1551,,9,2013,Magnétique,4645
1646,1455TR4609,Rue Marioge,50,203_001_01,09/01/09,15/01/09,Lodéve-Arceaux,325,360,4253,#N/A,1,2009,Pneumatique,4609
1133,1455TR4609,Rue Marioge,50,212_004_01,19/10/06,25/10/06,Subleyras-Arceaux,296,373,3663,#N/A,10,2006,Pneumatique,4609
1260,1453TR5827,Rue Marie Muller,50,210_007_01,12/05/07,18/05/07,Laffite-Barcelone,54,80,679,R.A.S,5,2007,Pneumatique,5827
525,1452TR3793,Rue Marie Durand,50,1933.003.01,30/05/02,05/06/02,Astier-Pompignane,340,396,2023,#N/A,5,2002,Pneumatique,3793
